time_s,cpu_t_degC,motor_command,active_power_W,current_mA,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g,WeightOnBit,DrillZ1Position_m,
1615148700.3618844,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.33333333337214,0.0022525,
1615148700.3827941,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.33333333337214,0.0022525,
1615148700.4281435,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.33333333337214,0.0022525,
1615148700.4586418,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333372138,0.0022525,
1615148700.4810252,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333372138,0.0022525,
1615148700.5394936,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333337214,0.0022525,
1615148700.5592816,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333337214,0.0022525,
1615148700.5817838,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333337214,0.0022525,
1615148700.6042442,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333337214,0.0022525,
1615148700.6515303,50.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.33333333337214,0.0022525,
1615148700.6759055,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.33333333337214,0.0022525,
1615148700.7184188,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.33333333337214,0.0022525,
1615148700.7457201,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.33333333337214,0.0022525,
1615148700.7694852,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.33333333337214,0.0022525,
1615148700.7975705,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.33333333337214,0.0022525,
1615148700.8232958,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.33333333337214,0.0022525,
1615148700.8559096,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333372138,0.0022525,
1615148700.8759127,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333372138,0.0022525,
1615148700.908265,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333372138,0.0022525,
1615148700.94931,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.66666666662786,0.0022525,
1615148700.9719481,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.66666666662786,0.0022525,
1615148701.0052452,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.66666666662786,0.0022525,
1615148701.0259812,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.66666666662786,0.0022525,
1615148701.0642023,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.66666666662786,0.0022525,
1615148701.0865874,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.66666666662786,0.0022525,
1615148701.1242485,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.66666666662786,0.0022525,
1615148701.1620708,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.66666666662786,0.0022525,
1615148701.1845894,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.66666666662786,0.0022525,
1615148701.2206082,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333337214,0.0022525,
1615148701.259582,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.33333333337214,0.0022525,
