time_s,cpu_t_degC,motor_command,active_power_W,current_mA,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g,WeightOnBit,DrillZ1Position_m,
1615150079.9518085,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.888888888875954,0.0021275,
1615150079.9864051,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.888888888875954,0.0021275,
1615150080.0191724,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.888888888875954,0.0021275,
1615150080.0475025,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.88888888887595,0.0021275,
1615150080.0718822,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.88888888887595,0.0021275,
1615150080.1028638,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.88888888887595,0.0021275,
1615150080.1385658,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.88888888887595,0.0021275,
1615150080.1629577,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.88888888887595,0.0021275,
1615150080.2087245,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.88888888887595,0.0021275,
1615150080.2345474,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.88888888887595,0.0021275,
1615150080.2551305,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.88888888887595,0.0021275,
1615150080.277183,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.88888888887595,0.0021275,
1615150080.3053293,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.88888888887595,0.0021275,
1615150080.3527136,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.88888888887595,0.0021275,
1615150080.375672,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.88888888887595,0.0021275,
1615150080.408302,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.88888888887595,0.0021275,
1615150080.4336267,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.88888888887595,0.0021275,
1615150080.4580188,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.88888888887595,0.0021275,
1615150080.4855468,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.88888888887595,0.0021275,
1615150080.5380461,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.88888888887595,0.0021275,
1615150080.562429,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.88888888887595,0.0021275,
1615150080.5899527,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.88888888887595,0.0021275,
1615150080.648132,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.88888888887595,0.0021275,
1615150080.6725283,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.88888888887595,0.0021275,
1615150080.73458,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88888888887595,0.0021275,
1615150080.7570648,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88888888887595,0.0021275,
1615150080.7766688,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.88888888887595,0.0021275,
1615150080.8252158,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.888888888875954,0.0021275,
1615150080.8495865,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.888888888875954,0.0021275,
1615150080.897994,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.888888888875954,0.0021275,
1615150080.9323146,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.888888888875954,0.0021275,
1615150080.9525774,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.888888888875954,0.0021275,
1615150081.0135264,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11111111112404615,0.0021275,
1615150081.0409186,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11111111112404615,0.0021275,
1615150081.0653021,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11111111112404615,0.0021275,
1615150081.0947611,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.11111111112405,0.0021275,
1615150081.1386642,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.11111111112405,0.0021275,
1615150081.1621313,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.11111111112405,0.0021275,
1615150081.2077878,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.111111111124046,0.0021275,
1615150081.2363281,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.111111111124046,0.0021275,
1615150081.2565033,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.111111111124046,0.0021275,
1615150081.3243847,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.11111111112405,0.0021275,
1615150081.3559728,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.11111111112405,0.0021275,
1615150081.3987253,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.11111111112405,0.0021275,
1615150081.424548,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.111111111124046,0.0021275,
1615150081.4489136,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.111111111124046,0.0021275,
