time_s,cpu_t_degC,motor_command,active_power_W,current_mA,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g,WeightOnBit,DrillZ1Position_m,
1615150205.112599,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.777777777751908,0.00221,
1615150205.1350095,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.777777777751908,0.00221,
1615150205.1726732,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.77777777775191,0.00221,
1615150205.210414,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.77777777775191,0.00221,
1615150205.2305288,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.77777777775191,0.00221,
1615150205.2950242,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.22222222224809,0.00221,
1615150205.3322945,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.22222222224809,0.00221,
1615150205.3595138,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.22222222224809,0.00221,
1615150205.4081137,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.22222222224809,0.00221,
1615150205.430696,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.22222222224809,0.00221,
1615150205.467611,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.22222222224809,0.00221,
1615150205.4934542,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.22222222224809,0.00221,
1615150205.518783,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.22222222224809,0.00221,
1615150205.5431733,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.22222222224809,0.00221,
1615150205.580807,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.22222222224809,0.00221,
1615150205.6062338,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.22222222224809,0.00221,
1615150205.6277323,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.777777777751908,0.00221,
1615150205.6612241,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.777777777751908,0.00221,
1615150205.6888068,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.777777777751908,0.00221,
1615150205.7114534,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.77777777775191,0.00221,
1615150205.7358272,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.77777777775191,0.00221,
1615150205.7630396,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.77777777775191,0.00221,
1615150205.7874033,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.77777777775191,0.00221,
1615150205.8205922,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.222222222248092,0.00221,
1615150205.8426924,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.222222222248092,0.00221,
1615150205.8635802,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.222222222248092,0.00221,
1615150205.9160502,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.22222222224809,0.00221,
1615150205.9411044,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.22222222224809,0.00221,
1615150205.9618309,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82.22222222224809,0.00221,
1615150206.0045896,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.22222222224809,0.00221,
1615150206.0239294,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.22222222224809,0.00221,
1615150206.0533798,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.22222222224809,0.00221,
1615150206.121308,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.222222222248092,0.00221,
1615150206.1456726,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.222222222248092,0.00221,
1615150206.1686296,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.777777777751908,0.00221,
1615150206.2098815,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.777777777751908,0.00221,
1615150206.234278,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.777777777751908,0.00221,
1615150206.2827687,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.777777777751908,0.00221,
1615150206.3145943,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.777777777751908,0.00221,
1615150206.342705,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.777777777751908,0.00221,
1615150206.3902302,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.77777777775191,0.00221,
1615150206.4146166,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.77777777775191,0.00221,
1615150206.4419756,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.77777777775191,0.00221,
1615150206.4644399,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.22222222224809,0.00221,
1615150206.527818,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.22222222224809,0.00221,
1615150206.56034,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.22222222224809,0.00221,
1615150206.598009,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.222222222248092,0.00221,
1615150206.6444547,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.222222222248092,0.00221,
1615150206.6670935,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.222222222248092,0.00221,
1615150206.6925306,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.7777777777519,0.00221,
1615150206.716708,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.7777777777519,0.00221,
1615150206.7396884,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.7777777777519,0.00221,
1615150206.770539,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.777777777751908,0.00221,
1615150206.803274,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.777777777751908,0.00221,
1615150206.834127,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.777777777751908,0.00221,
1615150206.8751097,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.777777777751908,0.00221,
1615150206.8973362,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.77777777775191,0.00221,
1615150206.9665434,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.77777777775191,0.00221,
1615150206.9924014,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2222222222480923,0.00221,
