time_s,cpu_t_degC,motor_command,active_power_W,current_mA,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g,WeightOnBit,DrillZ1Position_m,
1615149744.428629,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.555555555503815,0.001995,
1615149744.4515243,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.555555555503815,0.001995,
1615149744.478914,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.555555555503815,0.001995,
1615149744.5116882,47.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.555555555503815,0.001995,
1615149744.5336077,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.555555555503815,0.001995,
1615149744.5664124,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.555555555503815,0.001995,
1615149744.587512,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.55555555550382,0.001995,
1615149744.6259353,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.55555555550382,0.001995,
1615149744.6571288,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.55555555550382,0.001995,
1615149744.6919086,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.55555555550382,0.001995,
1615149744.720184,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.555555555503815,0.001995,
1615149744.744573,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.555555555503815,0.001995,
1615149744.767014,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.555555555503815,0.001995,
1615149744.7893202,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.555555555503815,0.001995,
1615149744.8121684,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.555555555503815,0.001995,
1615149744.8421185,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.555555555503815,0.001995,
1615149744.8694935,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.555555555503815,0.001995,
1615149744.8975008,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.555555555503815,0.001995,
1615149744.9202864,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.555555555503815,0.001995,
1615149744.943795,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.555555555503815,0.001995,
1615149744.9766665,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.444444444496185,0.001995,
1615149745.020454,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.444444444496185,0.001995,
1615149745.0482826,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.444444444496185,0.001995,
1615149745.0810666,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.444444444496185,0.001995,
1615149745.1038077,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.444444444496185,0.001995,
1615149745.13841,48.686,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,-56.444444444496185,0.001995,
1615149745.1708667,48.199,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,-42.444444444496185,0.001995,
1615149745.2050602,48.199,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,-42.444444444496185,0.001995,
1615149745.2265015,48.199,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,-42.444444444496185,0.001995,
1615149745.254333,47.712,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,-42.444444444496185,0.001995,
1615149745.278653,47.225,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,73.55555555550382,0.001995,
1615149745.3036633,47.712,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,73.55555555550382,0.001995,
1615149745.3293784,47.712,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,73.55555555550382,0.001995,
1615149745.3680913,47.225,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,73.55555555550382,0.001995,
1615149745.3906996,48.686,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,-17.444444444496185,0.001995,
1615149745.4237075,48.199,0.0,0.0,0.0,10431,959.55,0.0553,0.0111,1.004,-17.444444444496185,0.001995,
