time_s,cpu_t_degC,motor_command,active_power_W,current_mA,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g,WeightOnBit,DrillZ1Position_m,
1615148327.68054,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.55555555550382,0.00205,
1615148327.7049358,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.55555555550382,0.00205,
1615148327.729378,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.555555555503815,0.00205,
1615148327.778688,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.555555555503815,0.00205,
1615148327.802952,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.555555555503815,0.00205,
1615148327.8408585,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.555555555503815,0.00205,
1615148327.8719776,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.55555555550382,0.00205,
1615148327.8963647,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.55555555550382,0.00205,
1615148327.9477472,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.55555555550382,0.00205,
1615148327.9764261,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.55555555550382,0.00205,
1615148327.9971893,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.55555555550382,0.00205,
1615148328.0450757,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.55555555550382,0.00205,
1615148328.079618,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.55555555550382,0.00205,
1615148328.1106696,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.55555555550382,0.00205,
1615148328.1438332,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.555555555503815,0.00205,
1615148328.1721227,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.555555555503815,0.00205,
1615148328.1950192,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.555555555503815,0.00205,
1615148328.2367885,50.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.555555555503815,0.00205,
1615148328.2610166,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.444444444496185,0.00205,
1615148328.2853923,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.444444444496185,0.00205,
1615148328.313056,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.444444444496185,0.00205,
1615148328.357701,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.555555555503815,0.00205,
1615148328.3802223,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.555555555503815,0.00205,
1615148328.428201,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.555555555503815,0.00205,
1615148328.4677286,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.555555555503815,0.00205,
1615148328.5155382,47.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.555555555503815,0.00205,
1615148328.551111,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.444444444496185,0.00205,
1615148328.5733345,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.444444444496185,0.00205,
1615148328.59582,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.444444444496185,0.00205,
1615148328.6314182,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.444444444496185,0.00205,
1615148328.6647885,48.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.444444444496185,0.00205,
1615148328.6891742,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.444444444496185,0.00205,
1615148328.7422707,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.55555555550382,0.00205,
1615148328.7624211,49.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.55555555550382,0.00205,
1615148328.7905447,48.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.55555555550382,0.00205,
1615148328.8384597,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.55555555550382,0.00205,
1615148328.8628454,49.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.55555555550382,0.00205,
