time_s,cpu_t_degC,motor_command,Z1_m,Z2_m,X_m,Y_m,TZ1,TZ2,TX,TY,WOB_gm,active_power_W,current_mA,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g,
1623530871.6495705,63.296,0.0,-0.28178,2.3625e-05,0.0,0.00999,80.01220628623742,0.183094293561184,-0.7934086054317974,-0.15257857796765334,-1.68969589897788,128.55418395996094,1339.6217041015625,0.0,0.0,0.0,0.0,0.0,
1623530871.7598965,63.296,0.0,-0.28178,2.3625e-05,0.0,0.00999,80.62252059810803,-0.061031431187061336,-0.549282880683552,-0.061031431187061336,-1.9260503942072549,128.55418395996094,1339.6217041015625,0.0,0.0,0.0,0.0,0.0,
1623530871.8152375,64.27,0.0,-0.28178,2.3625e-05,0.0,0.00999,80.13426914861154,-0.21361000915471468,-0.274641440341776,-0.21361000915471468,-2.0388559487485476,128.55418395996094,1339.6217041015625,0.0,0.0,0.0,0.0,0.0,
1623530871.8705742,62.809,0.0,-0.28178,2.3625e-05,0.0,0.00999,80.13426914861154,0.21361000915471468,0.3051571559353067,-0.21361000915471468,-2.925185305858703,128.55418395996094,1339.6217041015625,0.0,0.0,0.0,0.0,0.0,
1623530871.9259198,62.809,0.0,-0.28178,2.3625e-05,0.0,0.00999,79.3103448275862,0.0,-0.24412572474824534,-0.21361000915471468,-1.4640847898952951,128.55418395996094,1339.6217041015625,0.0,0.0,0.0,0.0,0.0,
1623530871.981279,62.809,0.0,-0.28178,2.3625e-05,0.0,0.00999,80.53097345132743,0.0,-0.091547146780592,-0.366188587122368,-1.8991919288402805,128.55418395996094,1339.6217041015625,0.0,0.0,0.0,0.0,0.0,
1623530872.0366259,64.27,0.0,-0.28178,2.3625e-05,0.0,0.00999,79.40189197436679,-0.183094293561184,0.24412572474824534,0.3051571559353067,-7.62004505200583,128.55418395996094,1339.6217041015625,0.0,0.0,0.0,0.0,0.0,
1623530872.1429532,63.783,0.0,-0.28178,2.3625e-05,0.0,0.00999,79.61550198352151,0.061031431187061336,-0.091547146780592,-0.061031431187061336,-5.057747455996471,128.55418395996094,1339.6217041015625,0.0,0.0,0.0,0.0,0.0,
1623530872.2030663,62.809,0.0,-0.28178,2.3625e-05,0.0,0.00999,80.71406774488862,0.183094293561184,-0.24412572474824534,0.24412572474824534,-3.5375583162257196,126.16674041748047,1333.1048583984375,0.0,0.0,0.0,0.0,0.0,
1623530872.2867582,63.296,0.0,-0.28178,2.3625e-05,0.0,0.00999,80.83613060726273,0.15257857796765334,-0.732377174244736,-0.366188587122368,-4.359427356455137,126.16674041748047,1333.1048583984375,0.0,0.0,0.0,0.0,0.0,
