time_s,cpu_t_degC,motor_command,Z1_m,Z2_m,X_m,Y_m,TZ1,TZ2,TX,TY,WOB_gm,active_power_W,current_mA,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g,
1623530643.488689,66.218,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.00457735733903,-0.45773573390296,-0.732377174244736,-0.183094293561184,0.4458505250917752,94.16626739501953,922.0327758789062,0.0,0.0,0.0,0.0,0.0,
1623530643.6228263,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.790967348184315,0.061031431187061336,0.24412572474824534,-0.42722001830942935,-1.444985436743223,94.16626739501953,922.0327758789062,0.0,0.0,0.0,0.0,0.0,
1623530643.6781297,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.760451632590784,0.15257857796765334,0.21361000915471468,-0.12206286237412267,3.5238306561470423,94.16626739501953,922.0327758789062,0.0,0.0,0.0,0.0,0.0,
1623530643.7444882,64.27,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.851998779371376,0.15257857796765334,-0.24412572474824534,0.183094293561184,-1.090453693899161,94.16626739501953,922.0327758789062,0.0,0.0,0.0,0.0,0.0,
1623530643.799807,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.943545926151968,0.21361000915471468,0.24412572474824534,-0.33567287152883735,2.9705462695873694,94.16626739501953,922.0327758789062,0.0,0.0,0.0,0.0,0.0,
1623530643.8551273,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.516325907842539,0.21361000915471468,-0.6408300274641441,0.183094293561184,1.2569761791744023,94.16626739501953,922.0327758789062,0.0,0.0,0.0,0.0,0.0,
1623530643.9105067,64.27,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.760451632590784,-0.061031431187061336,-0.030515715593530668,-0.030515715593530668,0.5747711588532524,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530643.9657533,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.607873054623131,-0.091547146780592,-0.24412572474824534,-0.33567287152883735,1.3375515752753255,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.0210655,64.757,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.638388770216661,0.21361000915471468,-0.549282880683552,-0.183094293561184,0.8863293571101555,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.0763838,64.757,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.340250228867866,0.24412572474824534,-0.061031431187061336,0.12206286237412267,0.9454179809174992,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.131709,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.03509307293256,-0.15257857796765334,0.030515715593530668,-0.12206286237412267,1.3053214168349563,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.1870334,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.607873054623131,0.3051571559353067,0.15257857796765334,-0.030515715593530668,1.2838346445413769,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.275553,64.27,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.03509307293256,-0.21361000915471468,0.030515715593530668,0.12206286237412267,1.8532341103212342,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.3308566,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.645407384803174,-0.091547146780592,0.091547146780592,0.030515715593530668,0.2632129605963492,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.3864095,64.27,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.790967348184315,-0.3051571559353067,0.274641440341776,-0.12206286237412267,0.6499748618807807,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.4414926,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.028074458346048,-0.030515715593530668,-0.366188587122368,0.274641440341776,1.9338095064221574,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.5079904,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.3707659444613975,-0.091547146780592,-0.45773573390296,-0.030515715593530668,0.13429232683487205,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.5632007,66.218,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.00457735733903,-0.091547146780592,-0.823924321025328,0.030515715593530668,1.0582235354587917,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.6185153,64.757,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.211168751907232,0.45773573390296,0.091547146780592,0.030515715593530668,2.3796600315139327,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.6738312,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.821483063777846,-0.4882514494964907,0.3051571559353067,0.42722001830942935,1.3482949614221154,96.85043334960938,940.8290405273438,0.0,0.0,0.0,0.0,0.0,
1623530644.7291749,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.485810192249008,0.24412572474824534,0.15257857796765334,0.030515715593530668,0.8809576640367606,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530644.7844856,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.821483063777846,-0.15257857796765334,-0.274641440341776,-0.274641440341776,2.009013209449686,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530644.8287368,64.27,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.028074458346048,-0.030515715593530668,-0.183094293561184,-0.4882514494964907,2.7556785466515743,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530644.8840525,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.760451632590784,-0.030515715593530668,-0.091547146780592,-0.274641440341776,-0.18800925756882086,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530644.9393818,66.218,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.00457735733903,0.12206286237412267,-0.5797985962770826,-0.183094293561184,2.0251282886698703,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.0057533,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.333231614281355,-0.030515715593530668,-0.366188587122368,-0.33567287152883735,-0.27395634674313896,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.0610933,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.333231614281355,-0.091547146780592,-0.091547146780592,-0.33567287152883735,2.234624318532271,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.1164386,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.760451632590784,0.091547146780592,-0.42722001830942935,-0.33567287152883735,2.3044563284864044,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.1717553,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.211168751907232,0.061031431187061336,-0.7934086054317974,-0.33567287152883735,0.7842671887156527,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.21601,64.757,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.03509307293256,0.091547146780592,-0.3051571559353067,-0.030515715593530668,2.49783727912862,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.304658,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.638388770216661,-0.3051571559353067,-0.091547146780592,-0.12206286237412267,0.8111256540826272,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.3598278,64.757,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.485810192249008,0.183094293561184,-0.24412572474824534,0.061031431187061336,0.590886238073437,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.4151402,66.218,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.126640219713153,0.183094293561184,-0.12206286237412267,0.061031431187061336,1.9391811994955523,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.4704595,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.821483063777846,-0.183094293561184,-0.45773573390296,-0.183094293561184,2.814767170458918,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.5257878,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.06560878852609,0.12206286237412267,0.274641440341776,-0.3967043027158987,2.1110753778441884,95.0997314453125,938.6355590820312,0.0,0.0,0.0,0.0,0.0,
1623530645.5811098,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.00457735733903,-0.21361000915471468,-0.3051571559353067,-0.24412572474824534,2.132562150137768,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530645.6474993,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.218187366493744,0.030515715593530668,0.366188587122368,-0.12206286237412267,2.1862790808717167,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530645.7029462,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.974061641745498,-0.15257857796765334,-0.24412572474824534,0.274641440341776,0.2954431190367185,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530645.7692266,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.03509307293256,-0.030515715593530668,0.0,0.274641440341776,1.81563225880747,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530645.8245308,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.516325907842539,0.274641440341776,0.3051571559353067,-0.33567287152883735,1.9176944272019727,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530645.8798723,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.187671650900214,-0.42722001830942935,-0.42722001830942935,0.42722001830942935,1.869349189541419,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530645.9462724,66.218,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.309734513274336,0.33567287152883735,0.183094293561184,0.366188587122368,3.196157378669955,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530646.002056,64.757,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.03509307293256,-0.366188587122368,-0.061031431187061336,0.061031431187061336,1.3644100406422999,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530646.056902,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-6.042111687519071,-0.24412572474824534,-0.274641440341776,-0.030515715593530668,3.453998646192909,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530646.11225,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.943545926151968,0.3051571559353067,-0.33567287152883735,0.5797985962770826,2.0251282886698703,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530646.1675732,64.757,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.431797375648459,-0.366188587122368,-0.6103143118706134,0.21361000915471468,1.3429232683487204,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530646.2963681,66.218,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.706438815990235,0.183094293561184,-0.091547146780592,-0.183094293561184,1.2408610999542178,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530646.3515708,66.218,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.7299359169972535,-0.21361000915471468,0.549282880683552,0.21361000915471468,1.9391811994955523,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530646.406887,66.218,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.3707659444613975,0.21361000915471468,0.274641440341776,0.061031431187061336,1.5685343774313054,96.86868286132812,948.2973022460938,0.0,0.0,0.0,0.0,0.0,
1623530646.4622052,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.851998779371376,0.061031431187061336,-0.091547146780592,0.061031431187061336,1.7780304072937059,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
1623530646.5175273,66.218,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.424778761061948,0.15257857796765334,0.12206286237412267,0.366188587122368,1.278462951467982,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
1623530646.5728471,66.705,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.6689044858101925,0.274641440341776,0.183094293561184,-0.24412572474824534,1.955296278715737,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
1623530646.6281788,65.731,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.309734513274336,-0.42722001830942935,-0.6103143118706134,-0.091547146780592,1.998269823302896,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
1623530646.6834896,66.705,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.913030210558437,-0.12206286237412267,0.366188587122368,-0.091547146780592,1.4664722090368028,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
1623530646.738791,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.455294476655477,-0.183094293561184,-0.24412572474824534,0.274641440341776,2.0197565955964754,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
1623530646.794109,64.757,0.0,-0.297125,2.3625e-05,0.0,0.00999,-5.03509307293256,0.061031431187061336,0.6713457430576747,0.274641440341776,1.230117713807428,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
1623530646.8604977,64.757,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.363747329874885,-0.091547146780592,-0.24412572474824534,0.061031431187061336,0.9131878224771299,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
1623530646.9158523,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.699420201403723,0.091547146780592,0.15257857796765334,-0.3967043027158987,1.316064802981746,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
1623530646.9711282,65.244,0.0,-0.297125,2.3625e-05,0.0,0.00999,-4.363747329874885,-0.091547146780592,0.42722001830942935,-0.24412572474824534,0.6714616341743602,101.83416748046875,980.4200439453125,0.0,0.0,0.0,0.0,0.0,
