time_s,cpu_t_degC,motor_command,Z1_m,Z2_m,X_m,Y_m,TZ1,TZ2,TX,TY,WOB_gm,active_power_W,current_mA,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g,
1623529956.5000532,66.218,0.0,0.0,2.3625e-05,0.0,0.02855,7.995117485505034,-0.24412572474824534,5.00457735733903,-5.06560878852609,-0.2990242477521066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1623529956.6281366,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,8.23924321025328,0.0,5.126640219713153,-5.187671650900214,-0.15398853477044483,108.94659423828125,1047.00341796875,0.0,0.0,0.0,0.0,0.0,
1623529956.6834645,65.731,0.0,0.0,2.3625e-05,0.0,0.02855,7.934086054317974,-0.12206286237412267,5.49282880683552,-4.607873054623131,-0.3312544061924759,108.94659423828125,1047.00341796875,0.0,0.0,0.0,0.0,0.0,
1623529956.7387912,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,8.330790357033873,-0.15257857796765334,5.645407384803174,-5.248703082087275,0.31872045568830476,108.94659423828125,1047.00341796875,0.0,0.0,0.0,0.0,0.0,
1623529956.8469484,67.679,0.0,0.0,2.3625e-05,0.0,0.02855,8.178211779066219,0.030515715593530668,5.553860238022581,-4.943545926151968,2.075264090688431,108.94659423828125,1047.00341796875,0.0,0.0,0.0,0.0,0.0,
1623529956.9244318,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,7.964601769911504,0.3051571559353067,4.913030210558437,-4.485810192249008,-0.23993562394476295,108.94659423828125,1047.00341796875,0.0,0.0,0.0,0.0,0.0,
1623529956.979745,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,8.849557522123895,0.091547146780592,5.340250228867866,-4.394263045468416,0.8021728322938442,108.94659423828125,1047.00341796875,0.0,0.0,0.0,0.0,0.0,
1623529957.0350692,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,8.483368935001526,-0.061031431187061336,5.096124504119621,-4.760451632590784,-0.6159541390824047,108.94659423828125,1047.00341796875,0.0,0.0,0.0,0.0,0.0,
1623529957.101447,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,8.788526090936832,-0.274641440341776,5.401281660054929,-5.279218797680806,2.257901655183857,108.94659423828125,1047.00341796875,0.0,0.0,0.0,0.0,0.0,
1623529957.1568215,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,8.788526090936832,0.091547146780592,4.5773573390296,-4.882514494964907,-0.33662609926587084,108.94659423828125,1047.00341796875,0.0,0.0,0.0,0.0,0.0,
1623529957.2343845,65.731,0.0,0.0,2.3625e-05,0.0,0.02855,8.941104668904487,0.21361000915471468,4.974061641745498,-4.943545926151968,1.4843778526149942,110.8073959350586,1057.6307373046875,0.0,0.0,0.0,0.0,0.0,
1623529957.3006785,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,8.513884650595056,-0.091547146780592,5.767470247177297,-5.248703082087275,1.3447138327067272,110.8073959350586,1057.6307373046875,0.0,0.0,0.0,0.0,0.0,
1623529957.35601,65.731,0.0,0.0,2.3625e-05,0.0,0.02855,8.300274641440343,-0.183094293561184,4.363747329874885,-5.03509307293256,-1.9535057143577301,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.4113572,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,8.361306072627404,-0.15257857796765334,5.03509307293256,-4.943545926151968,0.1897998219268276,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.4666934,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,7.934086054317974,0.0,5.157155935306683,-5.126640219713153,1.5166080110553635,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.5220287,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,8.23924321025328,0.091547146780592,4.54684162343607,-4.7299359169972535,-0.9382557234860975,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.5775223,66.218,0.0,0.0,2.3625e-05,0.0,0.02855,7.7815074763503205,-0.061031431187061336,5.096124504119621,-4.943545926151968,1.6509003378902354,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.6327238,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,7.354287458040892,-0.274641440341776,4.485810192249008,-5.00457735733903,-0.08952821788970625,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.6991193,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,7.049130302105584,0.0,5.3707659444613975,-5.03509307293256,1.1405894959177216,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.8036456,66.218,0.0,0.0,2.3625e-05,0.0,0.02855,7.384803173634422,0.061031431187061336,5.431797375648459,-5.00457735733903,1.8872548331196102,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.8589673,67.679,0.0,0.0,2.3625e-05,0.0,0.02855,7.537381751602075,0.24412572474824534,4.6689044858101925,-4.607873054623131,0.6893672777525516,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.9143012,66.218,0.0,0.0,2.3625e-05,0.0,0.02855,7.812023191943851,-0.15257857796765334,5.675923100396705,-5.248703082087275,1.1352178028443267,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529957.9696753,66.218,0.0,0.0,2.3625e-05,0.0,0.02855,8.025633201098564,-0.030515715593530668,5.462313091241989,-4.5773573390296,0.9525802383489008,110.8073959350586,1057.6307373046875,296071,0.0,0.0129,0.2722,0.9623,
1623529958.0249555,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,8.910588953310954,-0.15257857796765334,4.851998779371376,-4.028074458346048,-0.6213258321557995,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.0803092,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,8.758010375343302,-0.030515715593530668,5.279218797680806,-4.851998779371376,2.0430339322480617,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.1356516,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,8.20872749465975,0.21361000915471468,4.974061641745498,-4.699420201403723,0.7806860600002646,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.19103,67.679,0.0,0.0,2.3625e-05,0.0,0.02855,9.429356118400976,0.12206286237412267,5.340250228867866,-5.00457735733903,1.8603963677526358,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.3327515,68.166,0.0,0.0,2.3625e-05,0.0,0.02855,8.849557522123895,-0.15257857796765334,4.913030210558437,-5.06560878852609,0.34557892105527915,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.3880725,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,8.117180347879158,-0.061031431187061336,5.3707659444613975,-5.584375953616112,1.360828911926912,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.443399,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,8.330790357033873,-0.24412572474824534,5.187671650900214,-4.607873054623131,1.4252892288076504,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.4987273,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,8.422337503814465,0.091547146780592,5.096124504119621,-4.028074458346048,0.5335881786241,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.554059,68.166,0.0,0.0,2.3625e-05,0.0,0.02855,8.330790357033873,0.183094293561184,4.638388770216661,-4.760451632590784,1.264138436605804,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.609403,67.679,0.0,0.0,2.3625e-05,0.0,0.02855,7.812023191943851,0.0,4.241684467500763,-5.00457735733903,0.034020722798376035,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.664746,67.679,0.0,0.0,2.3625e-05,0.0,0.02855,8.117180347879158,-0.366188587122368,4.5773573390296,-4.760451632590784,0.21665828729380202,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.7200925,66.218,0.0,0.0,2.3625e-05,0.0,0.02855,7.934086054317974,0.42722001830942935,4.424778761061948,-4.485810192249008,0.5067297132571257,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.7754107,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,7.812023191943851,-0.12206286237412267,5.03509307293256,-4.943545926151968,-0.1862186932108141,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.8307598,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,7.567897467195605,-0.091547146780592,5.49282880683552,-5.401281660054929,-0.7771049312842511,108.7689437866211,1046.595703125,296071,0.0,0.0129,0.2722,0.9623,
1623529958.8750925,66.705,0.0,0.0,2.3625e-05,0.0,0.02855,7.9035703387244425,-0.15257857796765334,5.523344522429051,-4.974061641745498,1.4736344664682044,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529958.9305656,67.679,0.0,0.0,2.3625e-05,0.0,0.02855,8.056148916692097,0.091547146780592,5.279218797680806,-5.309734513274336,0.6463937331653925,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529958.9856708,66.218,0.0,0.0,2.3625e-05,0.0,0.02855,7.964601769911504,-0.24412572474824534,4.851998779371376,-4.790967348184315,0.855889763027793,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529959.041,67.679,0.0,0.0,2.3625e-05,0.0,0.02855,8.544400366188587,0.24412572474824534,5.03509307293256,-4.821483063777846,1.2372799712388296,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529959.096351,66.218,0.0,0.0,2.3625e-05,0.0,0.02855,8.056148916692097,-0.274641440341776,5.096124504119621,-4.882514494964907,0.125339505046089,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529959.1517005,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,7.812023191943851,-0.12206286237412267,4.485810192249008,-5.096124504119621,0.6249069608718131,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529959.2402475,66.218,0.0,0.0,2.3625e-05,0.0,0.02855,8.330790357033873,0.061031431187061336,5.553860238022581,-4.760451632590784,0.3724373864222536,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529959.295609,67.679,0.0,0.0,2.3625e-05,0.0,0.02855,8.819041806530363,0.21361000915471468,4.790967348184315,-4.699420201403723,1.6132984863764712,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529959.339919,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,8.422337503814465,-0.091547146780592,5.096124504119621,-4.485810192249008,0.8397746838076083,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529959.395211,67.679,0.0,0.0,2.3625e-05,0.0,0.02855,8.635947512969178,-0.21361000915471468,5.431797375648459,-4.913030210558437,0.7430842084865005,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529959.4504926,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,8.849557522123895,0.15257857796765334,4.638388770216661,-4.943545926151968,1.038527327523219,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
1623529959.5058336,67.192,0.0,0.0,2.3625e-05,0.0,0.02855,8.23924321025328,0.12206286237412267,5.553860238022581,-4.638388770216661,2.7789558833031607,107.88111114501953,1047.4498291015625,296071,0.0,0.0129,0.2722,0.9623,
