time_s,wob_n,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
0.0,0.0,
1632421749.6461358,0.02490429257961806,
1632421749.6461358,0.02490429257961806,
1632421749.6461358,0.02490429257961806,
1632421749.6461358,0.02490429257961806,
1632421750.1051888,0.05697646004724044,
1632421750.1051888,0.05697646004724044,
1632421750.1051888,0.05697646004724044,
1632421750.1051888,0.05697646004724044,
1632421750.5648625,0.07548668241426822,
1632421750.5648625,0.07548668241426822,
1632421750.5648625,0.07548668241426822,
1632421750.5648625,0.07548668241426822,
1632421750.5648625,0.07548668241426822,
1632421751.0246363,-0.14562800358393982,
1632421751.0246363,-0.14562800358393982,
1632421751.0246363,-0.14562800358393982,
1632421751.0246363,-0.14562800358393982,
1632421751.484116,-0.17128573755803772,
1632421751.484116,-0.17128573755803772,
1632421751.484116,-0.17128573755803772,
1632421751.484116,-0.17128573755803772,
1632421751.943881,-0.21224647715240116,
1632421751.943881,-0.21224647715240116,
1632421751.943881,-0.21224647715240116,
1632421751.943881,-0.21224647715240116,
1632421751.943881,-0.21224647715240116,
1632421752.4035645,-0.17449295430479997,
1632421752.4035645,-0.17449295430479997,
1632421752.4035645,-0.17449295430479997,
1632421752.4035645,-0.17449295430479997,
1632421752.866146,-0.1642298607151608,
1632421752.866146,-0.1642298607151608,
1632421752.866146,-0.1642298607151608,
1632421752.866146,-0.1642298607151608,
1632421753.3228467,-0.24926692188645672,
1632421753.3228467,-0.24926692188645672,
1632421753.3228467,-0.24926692188645672,
1632421753.3228467,-0.24926692188645672,
1632421753.3228467,-0.24926692188645672,
1632421753.7824473,-0.25503991203062876,
1632421753.7824473,-0.25503991203062876,
1632421753.7824473,-0.25503991203062876,
1632421753.7824473,-0.25503991203062876,
1632421754.2420907,-0.20409098313920576,
1632421754.2420907,-0.20409098313920576,
1632421754.2420907,-0.20409098313920576,
1632421754.2420907,-0.20409098313920576,
1632421754.7016873,-0.21233811191659438,
1632421754.7016873,-0.21233811191659438,
1632421754.7016873,-0.21233811191659438,
1632421754.7016873,-0.21233811191659438,
1632421754.7016873,-0.21233811191659438,
1632421755.1613095,-0.22131831880752864,
1632421755.1613095,-0.22131831880752864,
1632421755.1613095,-0.22131831880752864,
1632421755.1613095,-0.22131831880752864,
1632421755.6209784,-0.19144538568054323,
1632421755.6209784,-0.19144538568054323,
1632421755.6209784,-0.19144538568054323,
