time_s,Gx_deg_p_sec,Gy_deg_p_sec,Gz_deg_p_sec,Ax_g,Ay_g,Az_g,
1632421750.1079645,-2.282442748091603,-3.8473282442748094,1.9312977099236641,-0.09574687725818107,0.3094353256942294,0.9329513781356457,
1632421750.2089148,0.04580152671755725,0.09923664122137404,0.06870229007633588,-0.11432848147001134,0.31201610405698355,0.927015587901311,
1632421750.3237283,0.061068702290076333,0.08396946564885496,0.06870229007633588,-0.09910188912976153,0.307370703004026,0.9329513781356457,
1632421750.42897,0.07633587786259542,0.08396946564885496,0.0916030534351145,-0.107360379890575,0.3512439351708475,0.9301125219366161,
1632421750.5341902,0.07633587786259542,0.10687022900763359,0.09923664122137404,-0.11148962527098172,0.3197584391452462,0.927015587901311,
1632421750.6394932,0.015267175572519083,0.08396946564885496,0.08396946564885496,-0.11097346959843088,0.29653143388045833,0.9267575100650356,
1632421750.7406967,-1.9389312977099236,0.08396946564885496,0.12213740458015267,-0.102456901001342,0.37163208423660576,0.9236605760297305,
1632421750.8495517,-1.9541984732824427,0.10687022900763359,0.12213740458015267,-0.09935996696603695,0.3739547847630845,0.9280478992464126,
1632421750.8495517,-1.9541984732824427,0.10687022900763359,0.12213740458015267,-0.09935996696603695,0.3739547847630845,0.9280478992464126,
1632421751.05998,0.022900763358778626,0.09923664122137404,0.06870229007633588,-0.10968308041705378,0.3019510684422422,0.9334675338081965,
1632421751.1649127,0.07633587786259542,0.09923664122137404,0.03816793893129771,-0.10916692474450293,0.28465985341178895,0.9484360483121709,
1632421751.2701046,-0.09923664122137404,0.08396946564885496,0.1297709923664122,-0.06219675854237638,0.41886032827500774,0.8823681222256632,
1632421751.38588,0.04580152671755725,0.11450381679389313,0.08396946564885496,-0.11355424796118509,0.3223392175080004,0.9357902343346753,
1632421751.4910774,0.061068702290076333,0.09923664122137404,0.07633587786259542,-0.1011665118199649,0.3060803138226489,0.9259832765562093,
1632421751.6015098,0.06870229007633588,0.10687022900763359,0.09923664122137404,-0.09419841024052854,0.28311138639413647,0.9357902343346753,
1632421751.7066138,0.08396946564885496,0.0916030534351145,0.07633587786259542,-0.10839269123567667,0.29033756580984826,0.9363063900072262,
1632421751.8118188,0.030534351145038167,0.09923664122137404,0.10687022900763359,-0.11665118199649013,0.32208113967172497,0.9401775575513575,
1632421751.9168053,0.11450381679389313,0.10687022900763359,0.061068702290076333,-0.08723030866109219,0.2859502425931661,0.9502425931660988,
1632421752.017032,0.06870229007633588,0.08396946564885496,0.08396946564885496,-0.09084339836894807,0.32311345101682665,0.9241767317022813,
1632421752.132402,0.022900763358778626,0.09923664122137404,0.06870229007633588,-0.08593991947971508,0.34221121090120776,0.9316609889542685,
1632421752.2350342,0.03816793893129771,0.06870229007633588,0.08396946564885496,-0.125167750593579,0.36492206049344483,0.9166924744502941,
1632421752.2350342,0.03816793893129771,0.06870229007633588,0.08396946564885496,-0.125167750593579,0.36492206049344483,0.9166924744502941,
1632421752.4447083,0.06870229007633588,0.10687022900763359,0.04580152671755725,-0.06916486012181274,0.2934344998451533,0.9303705997728915,
1632421752.5499275,0.07633587786259542,0.061068702290076333,0.022900763358778626,-0.13084546299163827,0.2825952307215856,0.9344998451532982,
1632421752.652703,0.15267175572519084,0.07633587786259542,0.0916030534351145,-0.07897181790027873,0.28440177557551355,1.001858160421183,
1632421752.7579267,-0.09923664122137404,0.0916030534351145,0.1450381679389313,-0.07639103953752452,0.3130484154020853,0.8942397026943326,
1632421752.8606625,0.04580152671755725,0.05343511450381679,0.0916030534351145,-0.08826262000619386,0.3450500671002374,0.9334675338081965,
1632421752.9610574,0.04580152671755725,0.08396946564885496,0.06870229007633588,-0.08413337462578713,0.38040673066997005,0.9200474863218746,
1632421753.0662808,0.31297709923664124,-0.05343511450381679,0.007633587786259542,-0.0387116754413131,0.2740786621244967,1.0268917105398987,
1632421753.171492,-0.2366412213740458,0.0916030534351145,0.061068702290076333,-0.15071745638484565,0.17136368328687931,0.8908846908227521,
1632421753.2753844,0.04580152671755725,0.08396946564885496,0.07633587786259542,-0.14168473211520594,0.29214411066377616,0.9285640549189635,
1632421753.3805842,0.15267175572519084,0.09923664122137404,0.11450381679389313,-0.06890678228553732,0.2361412201920099,0.9961804480231238,
1632421753.486003,0.12213740458015267,0.007633587786259542,0.061068702290076333,-0.0338081965520801,0.4183441726024569,0.9277898214101372,
1632421753.590925,-0.06870229007633588,0.12213740458015267,0.10687022900763359,-0.19226798802518838,0.2985960565706617,0.9035305048002477,
1632421753.6961377,0.11450381679389313,0.12213740458015267,0.0916030534351145,-0.11510271497883762,0.3798905749974192,0.9280478992464126,
1632421753.8013623,0.08396946564885496,0.09923664122137404,0.11450381679389313,-0.1623309590172396,0.24801280066067924,0.9757922989573655,
1632421753.9036057,0.09923664122137404,0.1450381679389313,0.12213740458015267,-0.18013832972024363,0.22039847217920924,1.0263755548673479,
1632421754.0088162,0.05343511450381679,0.05343511450381679,0.06870229007633588,-0.12155466088572313,0.36879322803757614,0.9197894084855992,
1632421754.119105,1.9465648854961832,0.11450381679389313,0.08396946564885496,-0.1311035408279137,0.34530814493651285,0.8870135232786208,
1632421754.2201872,-0.08396946564885496,0.07633587786259542,0.1297709923664122,-0.11716733766904097,0.3912459997935377,0.9097243728708578,
1632421754.3253958,0.05343511450381679,0.05343511450381679,0.08396946564885496,-0.10761845772685041,0.3166615051099411,0.9210797976669763,
1632421754.4319394,0.32061068702290074,0.0916030534351145,0.030534351145038167,-0.1899452874987096,0.08284298544441003,1.0782491999587076,
1632421754.537146,0.1450381679389313,0.09923664122137404,0.09923664122137404,-0.11071539176215546,0.36440590482089397,0.9463714256219675,
1632421754.6383374,0.007633587786259542,0.06870229007633588,0.12213740458015267,-0.06322906988747806,0.35046970166202124,0.9035305048002477,
1632421754.7435536,1.9312977099236641,0.06870229007633588,0.15267175572519084,-0.054196345617838336,0.3442758335914112,0.9030143491276968,
1632421754.8487594,0.12213740458015267,0.16030534351145037,0.06870229007633588,-0.08052028491793124,0.2696913389078146,0.936822545679777,
1632421754.9539728,0.12213740458015267,0.07633587786259542,0.06870229007633588,-0.13265200784556622,0.26143284814700113,0.972437287085785,
1632421755.0591812,0.1297709923664122,0.13740458015267176,0.08396946564885496,-0.13032930731908743,0.2985960565706617,0.9507587488386497,
1632421755.1643877,0.09923664122137404,0.10687022900763359,0.11450381679389313,-0.10142458965624032,0.31175802622070814,0.9556622277278827,
1632421755.2695844,0.07633587786259542,0.09923664122137404,0.15267175572519084,-0.10271497883761742,0.3471146897904408,0.9406937132239083,
1632421755.3722582,0.12213740458015267,0.08396946564885496,0.03816793893129771,-0.07922989573655415,0.294466811190255,0.956436461236709,
