time_s,triac_level,drill,heater,
1632421750.1133287,0.0,False,False
1632421751.1194575,0.0,False,False
1632421752.1222703,0.0,False,False
1632421753.12839,0.0,False,False
1632421754.1295834,0.0,False,False
1632421755.134805,0.0,False,False
1632421756.1402187,0.0,False,False
1632421757.1454058,0.0,False,False
1632421758.149052,0.0,False,False
1632421759.1541135,0.0,False,False
1632421760.156437,0.0,False,False
1632421761.1609728,0.0,False,False
1632421762.1655216,0.0,False,False
1632421763.1740868,0.0,False,False
1632421764.1796608,0.0,False,False
1632421765.1819718,1.0,False,False
1632421766.187674,1.0,False,False
1632421767.1880553,1.0,False,False
1632421768.1914055,1.0,False,False
1632421769.2028663,1.0,False,False
1632421770.2055004,1.0,False,False
1632421771.2112606,1.0,False,False
1632421772.2173896,1.0,False,False
1632421773.2215827,1.0,False,False
1632421774.2276692,1.0,False,False
1632421775.2337759,1.0,False,False
1632421776.2434304,1.0,False,False
1632421777.249119,1.0,False,False
1632421778.2569335,1.0,False,False
1632421779.257977,1.0,False,False
1632421780.264111,1.0,False,False
1632421781.2677758,1.0,False,False
1632421782.2711828,1.0,False,False
1632421783.2773113,1.0,False,False
1632421784.2789836,1.0,False,False
1632421785.2825673,1.0,False,False
1632421786.2886605,1.0,False,False
1632421787.2917912,1.0,False,False
1632421788.2998838,1.0,True,False
1632421789.3060129,1.0,True,False
1632421790.309381,1.0,True,False
1632421791.3105185,1.0,True,False
1632421792.317693,1.0,True,False
1632421793.3214748,1.0,True,False
1632421794.3326283,1.0,True,False
1632421795.3377378,1.0,True,False
1632421796.3393726,1.0,True,False
1632421797.3485975,1.0,True,False
1632421798.3523753,1.0,True,False
1632421799.3612177,1.0,True,False
1632421800.3660846,1.0,False,False
1632421801.3756888,1.0,False,False
1632421802.3818104,1.0,False,False
1632421803.3866725,1.0,False,False
1632421804.3928,1.0,False,False
1632421805.3988178,1.0,False,False
1632421806.400438,1.0,False,False
1632421807.405637,1.0,False,False
1632421808.4093657,1.0,False,False
1632421809.4141753,1.0,False,False
1632421810.4363925,1.0,False,False
1632421811.442527,1.0,False,False
1632421812.4549696,1.0,False,False
1632421813.4585056,1.0,False,False
1632421814.4594917,1.0,False,False
1632421815.4626007,1.0,False,False
1632421816.4687405,1.0,False,False
1632421817.474844,1.0,False,False
1632421818.480117,1.0,False,False
1632421819.4904704,1.0,False,False
1632421820.493209,1.0,False,False
1632421821.4971511,1.0,False,False
1632421822.4974287,1.0,False,False
1632421823.503572,1.0,False,False
1632421824.5097084,1.0,False,False
1632421825.513032,1.0,False,False
1632421826.5191412,1.0,False,False
1632421827.5252805,1.0,False,False
1632421828.5299563,1.0,False,False
1632421829.5356748,1.0,False,False
1632421830.5418158,1.0,False,False
1632421831.5438905,1.0,False,False
1632421832.5500052,1.0,False,False
1632421833.5562658,1.0,False,False
1632421834.556557,1.0,False,False
1632421835.5602345,1.0,False,False
1632421836.563523,1.0,False,False
1632421837.5696545,1.0,False,False
1632421838.5715895,1.0,False,False
1632421839.5739594,1.0,False,False
1632421840.5796702,1.0,False,False
1632421841.585804,1.0,False,False
1632421842.5887632,1.0,False,False
1632421843.5926208,1.0,False,False
1632421844.6004922,1.0,False,False
1632421845.6066031,1.0,False,False
1632421846.6119034,1.0,False,False
1632421847.6180377,1.0,False,False
1632421848.6201193,1.0,False,False
1632421849.6234212,1.0,False,False
1632421850.629039,1.0,False,False
1632421851.6295164,1.0,False,False
1632421852.6335855,1.0,False,False
1632421853.6420624,1.0,False,False
1632421854.648171,1.0,False,False
1632421855.6564918,1.0,False,False
1632421856.6626453,1.0,False,False
1632421857.6716075,1.0,False,False
1632421858.677119,1.0,False,False
1632421859.683248,1.0,False,False
1632421860.6841197,1.0,False,False
1632421861.6902587,1.0,False,False
1632421862.6929085,1.0,False,False
1632421863.6973836,1.0,False,False
1632421864.7035036,1.0,False,False
1632421865.7066529,1.0,False,False
1632421866.707101,1.0,False,False
1632421867.7094848,1.0,False,False
1632421868.7136774,1.0,False,False
1632421869.7198033,1.0,False,False
1632421870.72157,1.0,False,False
1632421871.7350383,1.0,False,False
1632421872.7414677,1.0,False,False
1632421873.7451549,1.0,False,False
1632421874.7502744,1.0,False,False
1632421875.756402,1.0,False,False
1632421876.7620425,1.0,False,False
1632421877.768168,1.0,False,False
1632421878.7730937,1.0,False,False
1632421879.7771516,1.0,False,False
1632421880.783277,1.0,False,False
1632421881.8154502,1.0,False,False
1632421882.8215656,1.0,False,False
1632421883.8260143,1.0,False,False
1632421884.832972,1.0,False,False
1632421885.83913,1.0,False,False
1632421886.8452694,1.0,False,False
1632421887.8470812,1.0,False,False
1632421888.849283,1.0,False,False
1632421889.85521,1.0,False,False
1632421890.8586357,1.0,False,False
1632421891.8644764,1.0,False,False
1632421892.8705912,1.0,False,False
1632421893.885038,1.0,False,False
1632421894.8878763,1.0,False,False
1632421895.8905241,1.0,False,False
