UD,target_m,time_s,Vcommand_mps,Vcommand_RPM
D,-0.08,1629071324.7435467,-0.011693696322376242,-350.81088967128727
D,-0.08,1629071324.8507557,-0.01195131670999079,-358.5395012997237
D,-0.08,1629071324.9737785,-0.012111011764468844,-363.3303529340653
D,-0.08,1629071325.0895517,-0.012321172643642221,-369.6351793092666
D,-0.08,1629071325.1956072,-0.012602032455731774,-378.0609736719532
D,-0.08,1629071325.3209999,-0.012725222422020756,-381.75667266062266
D,-0.08,1629071325.426075,-0.012936840313118253,-388.10520939354757
D,-0.08,1629071325.530096,-0.013216585452086142,-396.4975635625842
D,-0.08,1629071325.6434617,-0.013389376897296336,-401.6813069188901
D,-0.08,1629071325.7494078,-0.01360255996645578,-408.0767989936734
D,-0.08,1629071325.8594491,-0.013839907069855424,-415.19721209566274
D,-0.08,1629071325.9765022,-0.014067222958013121,-422.0166887403936
D,-0.08,1629071326.0874195,-0.014268628420468932,-428.0588526140679
D,-0.08,1629071326.1986468,-0.01448278582772187,-434.4835748316561
D,-0.08,1629071326.3118927,-0.014719456682046819,-441.58370046140453
D,-0.08,1629071326.418799,-0.014920371323092789,-447.61113969278364
D,-0.08,1629071326.5251179,-0.015135386895197677,-454.06160685593034
D,-0.08,1629071326.6354113,-0.015329675025784282,-459.89025077352846
D,-0.08,1629071326.7457623,-0.01550831896142859,-465.2495688428577
D,-0.08,1629071326.8671224,-0.015774967147762328,-473.2490144328698
D,-0.08,1629071326.9866748,-0.01597794003588815,-479.33820107664445
D,-0.08,1629071327.108943,-0.016192450598557326,-485.77351795671973
D,-0.08,1629071327.2172456,-0.01635774303995482,-490.73229119864465
D,-0.08,1629071327.3238704,-0.016576636157387657,-497.2990847216297
D,-0.08,1629071327.4278736,-0.01678829970302385,-503.64899109071547
D,-0.08,1629071327.5365632,-0.0170920162843164,-512.7604885294919
D,-0.08,1629071327.6476629,-0.017290328476181283,-518.7098542854385
D,-0.08,1629071327.7583408,-0.017506551294764756,-525.1965388429427
D,-0.08,1629071327.869656,-0.00139025,-41.7075
D,-0.08,1629071327.9809852,-0.0011957499999999998,-35.872499999999995
D,-0.08,1629071328.092975,-0.00100725,-30.217499999999998
D,-0.08,1629071328.2009175,-0.0008377499999999996,-25.132499999999986
D,-0.08,1629071328.3111687,-0.0006742499999999999,-20.2275
D,-0.08,1629071328.4225085,-0.0005240000000000009,-15.720000000000029
D,-0.08,1629071328.5370824,-0.0003814999999999999,-11.444999999999997
D,-0.08,1629071328.6436894,-0.0002610000000000001,-7.830000000000004
D,-0.08,1629071328.754903,-0.0001465000000000008,-4.3950000000000236
D,-0.08,1629071328.866037,0.0,0.0
U,0.0,1629071330.0148196,0.004815724849982632,144.47174549947897
U,0.0,1629071330.1265705,0.005114680310637507,153.4404093191252
U,0.0,1629071330.2487285,0.0054059570993104855,162.17871297931458
U,0.0,1629071330.3813715,0.005303099238762831,159.09297716288492
U,0.0,1629071330.4940891,0.00552897077340013,165.8691232020039
U,0.0,1629071330.6051724,0.005743107827313423,172.2932348194027
U,0.0,1629071330.7273831,0.005939282699998278,178.17848099994833
U,0.0,1629071330.8389719,0.0061993309413512325,185.97992824053696
U,0.0,1629071330.9502776,0.00634371277678204,190.31138330346118
U,0.0,1629071331.056016,0.006599882208527515,197.99646625582545
U,0.0,1629071331.1722572,0.0068159835314086994,204.479505942261
U,0.0,1629071331.2845967,0.007051885859861433,211.55657579584297
U,0.0,1629071331.3978908,0.007304440856897344,219.1332257069203
U,0.0,1629071331.5152144,0.007561691107168096,226.8507332150429
U,0.0,1629071331.6268742,0.007809410515940996,234.28231547822986
U,0.0,1629071331.7439413,0.008061938401204697,241.85815203614092
U,0.0,1629071331.8659446,0.008273638486080235,248.20915458240705
U,0.0,1629071331.9703124,0.008545207404440602,256.35622213321807
U,0.0,1629071332.076188,0.00879653310034385,263.8959930103155
U,0.0,1629071332.1828942,0.008972815658379768,269.184469751393
U,0.0,1629071332.2998688,0.009263751513005326,277.9125453901598
U,0.0,1629071332.405893,0.009464589470034679,283.93768410104036
U,0.0,1629071332.5136704,0.009713909456696455,291.4172837008936
U,0.0,1629071332.6283379,0.009953322127510527,298.5996638253158
U,0.0,1629071332.739985,0.01020178015648175,306.0534046944525
U,0.0,1629071332.8469136,0.010448034124800309,313.44102374400927
U,0.0,1629071332.9600644,0.010705607047303004,321.16821141909014
U,0.0,1629071333.0737486,0.010959673139331948,328.79019417995846
U,0.0,1629071333.1796978,0.011207078585354135,336.21235756062407
U,0.0,1629071333.2895286,0.011419574183006983,342.58722549020945
U,0.0,1629071333.4217129,0.011737341561212027,352.12024683636076
U,0.0,1629071333.5285654,0.011923147936970614,357.69443810911844
U,0.0,1629071333.6409636,0.012196693486143195,365.9008045842958
U,0.0,1629071333.751716,0.01246958863373376,374.0876590120128
U,0.0,1629071333.8528094,0.012659666729083606,379.7900018725082
U,0.0,1629071333.9590874,0.012905063375403236,387.15190126209706
U,0.0,1629071334.0652473,0.013158088403474445,394.74265210423334
U,0.0,1629071334.1927023,0.0133975538930779,401.926616792337
U,0.0,1629071334.3041196,0.013643026817596025,409.29080452788077
U,0.0,1629071334.4126663,0.013915169859339913,417.4550957801974
U,0.0,1629071334.5228543,0.014135855319332532,424.07565957997593
U,0.0,1629071334.646108,0.014364044137878458,430.92132413635375
U,0.0,1629071334.752202,0.014617376947778218,438.5213084333466
U,0.0,1629071334.8552558,0.014911203226367398,447.33609679102193
U,0.0,1629071334.9683988,0.01515922044320809,454.77661329624266
U,0.0,1629071335.0851467,0.015351609360593394,460.5482808178018
U,0.0,1629071335.1956348,0.01559047909358576,467.7143728075728
U,0.0,1629071335.3063338,0.015845530059370973,475.3659017811292
U,0.0,1629071335.4178228,0.016090395146384696,482.7118543915409
U,0.0,1629071335.5296876,0.016371089353463805,491.13268060391414
U,0.0,1629071335.641413,0.016600350000102775,498.0105000030833
U,0.0,1629071335.7521336,0.01685207731547103,505.562319464131
U,0.0,1629071335.863443,0.01710214041754725,513.0642125264175
U,0.0,1629071335.973065,0.01729925731895975,518.9777195687924
U,0.0,1629071336.0840611,0.017528376928193028,525.8513078457908
U,0.0,1629071336.193642,0.01777096743585124,533.1290230755372
U,0.0,1629071336.3046057,0.017996076048028078,539.8822814408423
U,0.0,1629071336.415937,0.00149775,44.9325
U,0.0,1629071336.5273495,0.0012970000000000002,38.910000000000004
U,0.0,1629071336.6388085,0.001104,33.12
U,0.0,1629071336.7498772,0.0009235000000000001,27.705
U,0.0,1629071336.8582594,0.0007595000000000001,22.785000000000004
U,0.0,1629071336.9652526,0.0006082500000000001,18.247500000000002
U,0.0,1629071337.088292,0.00044875000000000004,13.4625
U,0.0,1629071337.1991663,0.00031925000000000004,9.5775
U,0.0,1629071337.3069384,0.00020425,6.1275
U,0.0,1629071337.4508977,0.0,0.0
