time_s,wob_n,
0.0,0.0,
1629072275.3289025,-0.011302424899866105,
1629072275.4549572,2.2881586541977876,
1629072275.56469,1.1401928381638806,
1629072275.6936007,1.8721053311877014,
1629072275.8014133,15.670873581700995,
1629072275.9152386,27.59276618704762,
1629072276.0189025,21.515479828174286,
1629072276.1214201,20.429358352633393,
1629072276.24929,19.310629000801892,
1629072276.3643215,22.163949872015024,
1629072276.4684553,22.655385862184826,
1629072276.6937256,25.132162145796528,
1629072276.8123865,22.36423282137997,
1629072276.8123865,22.36423282137997,
1629072277.0337694,25.554010083333218,
1629072277.0337694,25.554010083333218,
1629072277.1426203,25.888622733087594,
1629072277.2538314,40.12678079965902,
1629072277.4773731,52.5992144633468,
1629072277.5857828,69.80084375545069,
1629072277.697151,91.76248548958944,
1629072277.8092585,97.41413107232685,
1629072277.9214027,97.0231526267228,
1629072278.0295181,98.87005431129276,
1629072278.0295181,98.87005431129276,
1629072278.2526684,96.81628488812308,
1629072278.3608944,99.26177025329112,
1629072278.3608944,99.26177025329112,
1629072278.585339,93.94863551553507,
1629072278.6938863,95.84510749346444,
1629072278.6938863,95.84510749346444,
1629072278.91842,93.19765347288734,
1629072279.0267115,93.72975712137112,
1629072279.1389587,92.32393095890339,
1629072279.1389587,92.32393095890339,
1629072279.2512884,93.6461566372464,
1629072279.364282,94.21281725963428,
1629072279.589843,95.68133061561709,
1629072279.705395,95.49026637118082,
1629072279.8138134,98.27636971388536,
1629072279.9259553,95.094862947211,
1629072280.035028,92.20055834780062,
1629072280.147225,95.13553060552498,
1629072280.2592123,98.84150266517078,
1629072280.3672676,101.09144612922292,
1629072280.479624,109.28492571321162,
1629072280.5909564,113.51536306582886,
1629072280.699528,115.79965279052959,
1629072280.8031867,123.06093693212952,
1629072280.9155223,127.34031243833962,
1629072281.0275128,132.9393850638266,
1629072281.1297257,135.49191276279515,
1629072281.1297257,135.49191276279515,
1629072281.375894,142.4401296850169,
1629072281.4860566,144.17377299474873,
1629072281.6945007,136.42252785576758,
1629072281.7991507,136.9400396113071,
1629072281.902488,134.25881879153405,
1629072282.0070915,132.7072844128792,
1629072282.1205616,128.04172418762798,
1629072282.2350848,122.83236572821198,
1629072282.2350848,122.83236572821198,
1629072282.4592478,117.18072014547457,
1629072282.5666337,117.3798441719342,
1629072282.679794,114.9393105682707,
1629072282.7887573,109.48931757105906,
1629072282.9000978,105.7958302718024,
1629072283.0073118,103.68690665400221,
1629072283.121286,99.46205320265607,
1629072283.2306852,96.26658668280398,
1629072283.3459318,89.95835859588858,
1629072283.3459318,89.95835859588858,
1629072283.5784273,83.76475851997216,
1629072283.6883116,80.15418688675979,
1629072283.7998524,78.4896048465223,
1629072283.7998524,78.4896048465223,
1629072284.014813,79.78475387153192,
1629072284.1186447,77.94527982921878,
1629072284.227896,78.36201797030928,
1629072284.331944,78.2469158544854,
1629072284.550984,80.23209811298565,
1629072284.6638513,83.16338288873854,
1629072284.7763681,87.18942838350834,
1629072284.888749,86.65527028078331,
1629072285.001004,89.2708012431502,
1629072285.1143818,91.31956622650146,
1629072285.2266796,98.34943453523444,
1629072285.338567,103.04454729457136,
1629072285.4467733,106.7310810563961,
1629072285.559287,108.1261081645188,
1629072285.6712234,112.53912855303791,
1629072285.7784164,117.6554044318311,
1629072285.7784164,117.6554044318311,
1629072285.8912091,120.40479098976253,
1629072286.111834,124.53466544118628,
1629072286.111834,124.53466544118628,
1629072286.3208864,131.5743319163006,
1629072286.4254544,136.88451666847945,
1629072286.534985,141.93431251515835,
1629072286.661113,142.2701894444458,
1629072286.779662,150.64525117637268,
1629072286.894053,152.36814811007335,
1629072286.998975,154.42160146335976,
1629072287.1134555,151.49542648405307,
1629072287.2336621,143.92692241591544,
1629072287.3378358,141.6699727361175,
