time_s,active_power_W,current_mA,
0.0,0.0,0.0,
1630162597.801973,47.81076431274414,631.0401611328125,
1630162597.907152,47.81076431274414,631.0401611328125,
1630162598.0123243,47.81076431274414,631.0401611328125,
1630162598.1169271,47.81076431274414,631.0401611328125,
1630162598.217024,49.14178466796875,640.465576171875,
1630162598.3171265,49.14178466796875,640.465576171875,
1630162598.4172378,49.14178466796875,640.465576171875,
1630162598.517331,49.14178466796875,640.465576171875,
1630162598.6174786,49.14178466796875,640.465576171875,
1630162598.7175806,49.14178466796875,640.465576171875,
1630162598.8176854,49.14178466796875,640.465576171875,
1630162598.9177818,49.14178466796875,640.465576171875,
1630162599.017881,49.14178466796875,640.465576171875,
1630162599.1179817,49.40857696533203,642.3170776367188,
1630162599.2180889,49.40857696533203,642.3170776367188,
1630162599.3182104,49.40857696533203,642.3170776367188,
1630162599.4183753,49.40857696533203,642.3170776367188,
1630162599.5184822,49.40857696533203,642.3170776367188,
1630162599.6185865,49.40857696533203,642.3170776367188,
1630162599.7186816,49.40857696533203,642.3170776367188,
1630162599.8187814,49.40857696533203,642.3170776367188,
1630162599.9188852,50.24668884277344,644.3108520507812,
1630162600.0215955,50.24668884277344,644.3108520507812,
1630162600.1216927,50.24668884277344,644.3108520507812,
1630162600.2217937,50.24668884277344,644.3108520507812,
1630162600.3219,50.24668884277344,644.3108520507812,
1630162600.4219973,50.24668884277344,644.3108520507812,
1630162600.522095,50.24668884277344,644.3108520507812,
1630162600.622195,50.24668884277344,644.3108520507812,
1630162600.7222993,48.32061767578125,634.3281860351562,
1630162600.8223903,48.32061767578125,634.3281860351562,
1630162600.9224877,48.32061767578125,634.3281860351562,
1630162601.022589,48.32061767578125,634.3281860351562,
1630162601.122695,48.32061767578125,634.3281860351562,
1630162601.2228189,48.32061767578125,634.3281860351562,
1630162601.3229198,48.32061767578125,634.3281860351562,
1630162601.4230306,48.32061767578125,634.3281860351562,
1630162601.5231278,48.32061767578125,634.3281860351562,
1630162601.6232297,49.45621871948242,641.2109375,
1630162601.7233396,49.45621871948242,641.2109375,
1630162601.8234441,49.45621871948242,641.2109375,
1630162601.9235368,49.45621871948242,641.2109375,
1630162602.0236342,49.45621871948242,641.2109375,
1630162602.1237621,49.45621871948242,641.2109375,
1630162602.2238698,49.45621871948242,641.2109375,
1630162602.3239713,49.45621871948242,641.2109375,
1630162602.4246123,48.736881256103516,647.8693237304688,
1630162602.524715,48.736881256103516,647.8693237304688,
1630162602.6248198,48.736881256103516,647.8693237304688,
1630162602.7249146,48.736881256103516,647.8693237304688,
1630162602.8250124,48.736881256103516,647.8693237304688,
1630162602.925112,48.736881256103516,647.8693237304688,
1630162603.0252178,48.736881256103516,647.8693237304688,
1630162603.1253119,48.736881256103516,647.8693237304688,
1630162603.2254102,49.346500396728516,628.1669921875,
1630162603.3255157,49.346500396728516,628.1669921875,
1630162603.4256516,49.346500396728516,628.1669921875,
1630162603.5257473,49.346500396728516,628.1669921875,
1630162603.625849,49.346500396728516,628.1669921875,
1630162603.7259574,49.346500396728516,628.1669921875,
1630162603.8260632,49.346500396728516,628.1669921875,
1630162603.9262216,49.346500396728516,628.1669921875,
1630162604.0263228,49.346500396728516,628.1669921875,
1630162604.1264262,48.912132263183594,632.239013671875,
1630162604.2265193,48.912132263183594,632.239013671875,
1630162604.326618,48.912132263183594,632.239013671875,
1630162604.42673,48.912132263183594,632.239013671875,
1630162604.5268433,48.912132263183594,632.239013671875,
1630162604.6269455,48.912132263183594,632.239013671875,
1630162604.7278473,48.912132263183594,632.239013671875,
1630162604.8279486,48.912132263183594,632.239013671875,
1630162604.9280524,48.96305465698242,629.2142944335938,
1630162605.0281463,48.96305465698242,629.2142944335938,
1630162605.1282456,48.96305465698242,629.2142944335938,
1630162605.2283459,48.96305465698242,629.2142944335938,
1630162605.3284516,48.96305465698242,629.2142944335938,
1630162605.4285448,48.96305465698242,629.2142944335938,
1630162605.5286443,48.96305465698242,629.2142944335938,
1630162605.6287444,48.96305465698242,629.2142944335938,
1630162605.7288513,48.49038314819336,612.3204956054688,
1630162605.828948,48.49038314819336,612.3204956054688,
1630162605.92905,48.49038314819336,612.3204956054688,
1630162606.0291522,48.49038314819336,612.3204956054688,
1630162606.1292436,48.49038314819336,612.3204956054688,
1630162606.2293391,48.49038314819336,612.3204956054688,
1630162606.3294392,48.49038314819336,612.3204956054688,
1630162606.4295409,48.49038314819336,612.3204956054688,
1630162606.5296352,48.49038314819336,612.3204956054688,
1630162606.6297357,48.96481704711914,621.8800659179688,
1630162606.7298915,48.96481704711914,621.8800659179688,
1630162606.8300025,48.96481704711914,621.8800659179688,
1630162606.9301062,48.96481704711914,621.8800659179688,
1630162607.0302174,48.96481704711914,621.8800659179688,
1630162607.1303372,48.96481704711914,621.8800659179688,
1630162607.2304387,48.96481704711914,621.8800659179688,
1630162607.3305295,48.96481704711914,621.8800659179688,
1630162607.4306245,48.66222381591797,612.7099609375,
1630162607.5307245,48.66222381591797,612.7099609375,
1630162607.63083,48.66222381591797,612.7099609375,
1630162607.7309215,48.66222381591797,612.7099609375,
1630162607.836113,48.66222381591797,612.7099609375,
1630162607.9362032,48.66222381591797,612.7099609375,
1630162608.0362964,48.66222381591797,612.7099609375,
1630162608.1363926,48.66222381591797,612.7099609375,
1630162608.2364938,49.03522872924805,621.4893188476562,
1630162608.336587,49.03522872924805,621.4893188476562,
1630162608.4366882,49.03522872924805,621.4893188476562,
1630162608.5367947,49.03522872924805,621.4893188476562,
1630162608.6369221,49.03522872924805,621.4893188476562,
