UD,target_m,time_s,Vcommand_mps,Vcommand_RPM
D,-0.4,1629073293.7541504,-0.002155178959860874,-64.65536879582623
D,-0.4,1629073293.8706434,-0.002289877644852179,-68.69632934556537
D,-0.4,1629073293.9817197,-0.0024597896053007587,-73.79368815902276
D,-0.4,1629073294.0958984,-0.0026181537769697167,-78.5446133090915
D,-0.4,1629073294.2150588,-0.0027439251032269573,-82.31775309680872
D,-0.4,1629073294.331543,-0.002931066805627814,-87.93200416883442
D,-0.4,1629073294.4457917,-0.003071633503596392,-92.14900510789175
D,-0.4,1629073294.5634184,-0.0029895813661646557,-89.68744098493967
D,-0.4,1629073294.679575,-0.003273637750690814,-98.20913252072442
D,-0.4,1629073294.8033342,-0.0033333333333333335,-100.0
D,-0.4,1629073294.9131796,-0.0033333333333333335,-100.0
D,-0.4,1629073295.03359,-0.0033333333333333335,-100.0
D,-0.4,1629073295.1453025,-0.0033333333333333335,-100.0
D,-0.4,1629073295.2614021,-0.0033333333333333335,-100.0
D,-0.4,1629073295.3757157,-0.0033333333333333335,-100.0
D,-0.4,1629073295.4934602,-0.0033333333333333335,-100.0
D,-0.4,1629073295.6084685,-0.0033333333333333335,-100.0
D,-0.4,1629073295.7207322,-0.0033333333333333335,-100.0
D,-0.4,1629073295.8305864,-0.0033333333333333335,-100.0
D,-0.4,1629073295.9433749,-0.0033333333333333335,-100.0
D,-0.4,1629073296.0551264,-0.0033333333333333335,-100.0
D,-0.4,1629073296.1665657,-0.0033333333333333335,-100.0
D,-0.4,1629073296.2804148,-0.0033333333333333335,-100.0
D,-0.4,1629073296.3889039,-0.0033333333333333335,-100.0
D,-0.4,1629073296.499542,-0.0033333333333333335,-100.0
D,-0.4,1629073296.612322,-0.0033333333333333335,-100.0
D,-0.4,1629073296.726372,-0.0033333333333333335,-100.0
D,-0.4,1629073296.8306875,-0.0033333333333333335,-100.0
D,-0.4,1629073296.9430346,-0.0033333333333333335,-100.0
D,-0.4,1629073297.0529351,-0.0033333333333333335,-100.0
D,-0.4,1629073297.1728697,-0.0033333333333333335,-100.0
D,-0.4,1629073297.286456,-0.0033333333333333335,-100.0
D,-0.4,1629073297.3949587,-0.0033333333333333335,-100.0
D,-0.4,1629073297.5046458,-0.0033333333333333335,-100.0
D,-0.4,1629073297.6101253,-0.0033333333333333335,-100.0
D,-0.4,1629073297.7251072,-0.0033333333333333335,-100.0
D,-0.4,1629073297.8352745,-0.0033333333333333335,-100.0
D,-0.4,1629073297.9477365,-0.0033333333333333335,-100.0
D,-0.4,1629073298.059959,-0.0033333333333333335,-100.0
D,-0.4,1629073298.184075,-0.0033333333333333335,-100.0
D,-0.4,1629073298.303257,-0.0033333333333333335,-100.0
D,-0.4,1629073298.4183786,-0.0033333333333333335,-100.0
D,-0.4,1629073298.5498977,-0.0033333333333333335,-100.0
D,-0.4,1629073298.6667485,-0.0033333333333333335,-100.0
D,-0.4,1629073298.7783737,-0.0033333333333333335,-100.0
D,-0.4,1629073298.8799293,-0.0033333333333333335,-100.0
D,-0.4,1629073298.986254,-0.0033333333333333335,-100.0
D,-0.4,1629073299.1030438,-0.0033333333333333335,-100.0
D,-0.4,1629073299.2091773,-0.0033333333333333335,-100.0
D,-0.4,1629073299.3234785,-0.0033333333333333335,-100.0
D,-0.4,1629073299.4454544,-0.0033333333333333335,-100.0
D,-0.4,1629073299.547904,-0.0033333333333333335,-100.0
D,-0.4,1629073299.6564782,-0.0033333333333333335,-100.0
D,-0.4,1629073299.7686114,-0.0033333333333333335,-100.0
D,-0.4,1629073299.8797593,-0.0033333333333333335,-100.0
D,-0.4,1629073299.9975982,-0.0033333333333333335,-100.0
D,-0.4,1629073300.1045265,-0.0033333333333333335,-100.0
D,-0.4,1629073300.2237775,-0.0033333333333333335,-100.0
D,-0.4,1629073300.3364513,-0.0033333333333333335,-100.0
D,-0.4,1629073300.4475517,-0.0033333333333333335,-100.0
D,-0.4,1629073300.5566707,-0.0033333333333333335,-100.0
D,-0.4,1629073300.668211,-0.0033333333333333335,-100.0
D,-0.4,1629073300.7808723,-0.0033333333333333335,-100.0
D,-0.4,1629073300.8851738,-0.0033333333333333335,-100.0
D,-0.4,1629073300.999883,-0.0033333333333333335,-100.0
D,-0.4,1629073301.109403,-0.0033333333333333335,-100.0
D,-0.4,1629073301.2252083,-0.0033333333333333335,-100.0
D,-0.4,1629073301.337639,-0.0033333333333333335,-100.0
D,-0.4,1629073301.4550023,-0.0033333333333333335,-100.0
D,-0.4,1629073301.5787666,-0.0033333333333333335,-100.0
D,-0.4,1629073301.6931527,-0.0033333333333333335,-100.0
D,-0.4,1629073301.8010235,-0.0033333333333333335,-100.0
D,-0.4,1629073301.9310446,-0.0033333333333333335,-100.0
D,-0.4,1629073302.0760417,-0.0033333333333333335,-100.0
D,-0.4,1629073302.1932857,-0.0033333333333333335,-100.0
D,-0.4,1629073302.2999454,-0.0033333333333333335,-100.0
D,-0.4,1629073302.4195557,-0.0033333333333333335,-100.0
D,-0.4,1629073302.5368183,-0.0033333333333333335,-100.0
D,-0.4,1629073302.658809,-0.0033333333333333335,-100.0
D,-0.4,1629073302.7737238,-0.0033333333333333335,-100.0
D,-0.4,1629073302.8830655,-0.0033333333333333335,-100.0
D,-0.4,1629073302.9934504,-0.0033333333333333335,-100.0
D,-0.4,1629073303.1043956,-0.0033333333333333335,-100.0
D,-0.4,1629073303.2147784,-0.0033333333333333335,-100.0
D,-0.4,1629073303.3276367,-0.0033333333333333335,-100.0
D,-0.4,1629073303.4367092,-0.0033333333333333335,-100.0
D,-0.4,1629073303.5473502,-0.0033333333333333335,-100.0
D,-0.4,1629073303.6585376,-0.0033333333333333335,-100.0
D,-0.4,1629073303.769926,-0.0033333333333333335,-100.0
D,-0.4,1629073303.879306,-0.0033333333333333335,-100.0
D,-0.4,1629073303.9907029,-0.0033333333333333335,-100.0
D,-0.4,1629073304.1035516,-0.0033333333333333335,-100.0
D,-0.4,1629073304.2115445,-0.0033333333333333335,-100.0
D,-0.4,1629073304.3240411,-0.0033333333333333335,-100.0
D,-0.4,1629073304.4313328,-0.0033333333333333335,-100.0
D,-0.4,1629073304.5447085,-0.0033333333333333335,-100.0
D,-0.4,1629073304.6562324,-0.0033333333333333335,-100.0
