pos_0_m, torque_0_Percent,pos_1_m, torque_1_Percent,pos_2_m, torque_2_Percent,pos_3_m, torque_3_Percent,
0.28674,2.2581629539212695,1.0500000000000001e-05,-0.274641440341776,-0.05923,1.7393957888312481,5e-05,3.1736344217271895,
0.2867425,2.7769301190112907,1.0500000000000001e-05,1.922490082392432,-0.05923,0.24412572474824534,5e-05,2.5633201098565763,
0.2867425,2.6853829722306988,1.0500000000000001e-05,1.2206286237412267,-0.05923,0.7628928898382668,5e-05,-0.15257857796765334,
0.2867425,2.654867256637168,1.0500000000000001e-05,1.8919743667989013,-0.05923,-0.3051571559353067,5e-05,0.4882514494964907,
0.28674,1.8004272200183093,1.3125e-05,0.91547146780592,-0.05923,-2.410741531888923,5e-05,3.4787915776624962,
0.28674,1.5868172108635947,1.0500000000000001e-05,0.6713457430576747,-0.05923,-1.7088800732377174,4e-05,1.8614586512053708,
0.2867425,2.8074458346048212,1.0500000000000001e-05,1.2816600549282882,-0.05922,-2.5633201098565763,3e-05,1.9835215135794935,
0.2867425,1.83094293561184,1.3125e-05,1.6173329264571255,-0.05923,-1.7088800732377174,3e-05,2.2886786695148,
0.2867425,1.9835215135794935,1.0500000000000001e-05,1.4952700640830028,-0.05923,-1.1595971925541653,3e-05,0.7934086054317974,
0.28674,2.929508696978944,1.0500000000000001e-05,1.7699115044247788,-0.05923,-1.556301495270064,5e-05,1.556301495270064,
0.2867425,4.058590173939579,1.0500000000000001e-05,1.6783643576441867,-0.05923,-1.2206286237412267,5e-05,0.7934086054317974,
0.28674,3.844980164784864,1.0500000000000001e-05,0.366188587122368,-0.05923,-0.91547146780592,5e-05,1.1290814769606348,
0.28674,3.3567287152883734,1.0500000000000001e-05,0.5797985962770826,-0.05923,-1.7088800732377174,5e-05,2.1361000915471466,
0.2867425,2.654867256637168,1.0500000000000001e-05,0.823924321025328,-0.05923,-0.9765028989929814,3e-05,0.549282880683552,
0.28674,2.410741531888923,1.0500000000000001e-05,1.2206286237412267,-0.05923,-2.502288678669515,4e-05,2.929508696978944,
0.2867425,1.9530057979859627,1.0500000000000001e-05,1.6173329264571255,-0.05923,-2.014037229173024,4e-05,1.3121757705218187,
0.2867425,2.74641440341776,1.3125e-05,2.74641440341776,-0.05923,-0.7018614586512053,4e-05,0.3051571559353067,
0.28674,3.7839487335978026,1.0500000000000001e-05,1.8614586512053708,-0.05923,-0.33567287152883735,5e-05,2.471772963075984,
0.28674,2.7769301190112907,1.0500000000000001e-05,1.2511443393347574,-0.05923,1.0680500457735733,5e-05,0.9765028989929814,
0.28674,4.028074458346048,1.0500000000000001e-05,0.3967043027158987,-0.05923,0.732377174244736,4e-05,0.7018614586512053,
0.28674,4.211168751907232,1.0500000000000001e-05,2.105584375953616,-0.05923,-0.24412572474824534,5e-05,1.4037229173024106,
0.28674,2.014037229173024,1.0500000000000001e-05,0.6713457430576747,-0.05923,0.091547146780592,5e-05,2.7158986878242297,
0.2867425,2.1361000915471466,1.0500000000000001e-05,1.8004272200183093,-0.05922,0.3051571559353067,5e-05,0.24412572474824534,
0.2867425,1.464754348489472,1.0500000000000001e-05,-0.45773573390296,-0.05923,0.823924321025328,4e-05,0.823924321025328,
0.2867425,1.922490082392432,1.0500000000000001e-05,0.6713457430576747,-0.05923,0.91547146780592,4e-05,3.2651815685077814,
0.2867425,3.631370155630149,1.0500000000000001e-05,1.8919743667989013,-0.05922,1.6783643576441867,3e-05,0.4882514494964907,
0.28674,2.9905401281660056,1.0500000000000001e-05,1.464754348489472,-0.05922,0.061031431187061336,4e-05,1.8614586512053708,
0.28674,4.241684467500763,1.0500000000000001e-05,2.0445529447665547,-0.05922,1.2206286237412267,4e-05,3.417760146475435,
0.2867425,2.960024412572475,1.0500000000000001e-05,1.3121757705218187,-0.0592,-0.3967043027158987,4e-05,-0.061031431187061336,
0.2867425,2.593835825450107,1.0500000000000001e-05,1.7393957888312481,-0.0592,0.45773573390296,4e-05,2.9905401281660056,
0.2867425,2.380225816295392,1.3125e-05,2.014037229173024,-0.0592,1.464754348489472,4e-05,1.83094293561184,
0.2867425,3.997558742752517,1.0500000000000001e-05,1.2511443393347574,-0.0592,2.2581629539212695,5e-05,0.42722001830942935,
0.2867425,2.2581629539212695,1.0500000000000001e-05,0.5797985962770826,-0.0592,0.823924321025328,5e-05,0.9765028989929814,
0.28674,2.4412572474824534,1.0500000000000001e-05,1.0375343301800428,-0.05919,1.647848642050656,4e-05,0.0,
0.2867425,2.532804394263045,1.0500000000000001e-05,1.4952700640830028,-0.05919,0.091547146780592,5e-05,0.274641440341776,
0.2867425,2.8379615501983526,1.0500000000000001e-05,0.6713457430576747,-0.0592,-0.3967043027158987,5e-05,1.1595971925541653,
0.28674,2.7769301190112907,1.0500000000000001e-05,1.1290814769606348,-0.05919,1.2816600549282882,4e-05,2.4412572474824534,
0.28674,3.8754958803783945,1.0500000000000001e-05,1.37320720170888,-0.05919,0.061031431187061336,4e-05,1.190112908147696,
0.2867425,3.2651815685077814,1.0500000000000001e-05,0.8544400366188587,-0.0592,1.2816600549282882,5e-05,1.5868172108635947,
0.28674,2.8379615501983526,1.0500000000000001e-05,2.014037229173024,-0.05921,1.2206286237412267,5e-05,2.2886786695148,
0.2867425,4.363747329874885,1.0500000000000001e-05,1.9530057979859627,-0.05919,1.0680500457735733,5e-05,0.5797985962770826,
0.28674,3.3262129996948433,1.0500000000000001e-05,1.0375343301800428,-0.0592,0.7018614586512053,4e-05,0.42722001830942935,
0.2867425,2.197131522734208,1.0500000000000001e-05,-0.030515715593530668,-0.0592,1.2206286237412267,5e-05,2.197131522734208,
0.2867425,2.105584375953616,1.3125e-05,1.098565761367104,-0.0592,1.4952700640830028,5e-05,1.0680500457735733,
0.28674,2.2581629539212695,1.0500000000000001e-05,2.532804394263045,-0.05919,2.8074458346048212,4e-05,0.33567287152883735,
0.2867425,3.6008544400366187,1.0500000000000001e-05,0.91547146780592,-0.0592,0.33567287152883735,5e-05,1.922490082392432,
0.2867425,1.6173329264571255,1.0500000000000001e-05,0.0,-0.0592,2.74641440341776,5e-05,0.366188587122368,
0.28674,3.234665852914251,1.0500000000000001e-05,0.3967043027158987,-0.0592,0.8849557522123894,4e-05,1.1290814769606348,
0.2867425,2.9905401281660056,1.0500000000000001e-05,2.1666158071406776,-0.0592,1.9835215135794935,5e-05,2.4412572474824534,
0.2867425,0.7934086054317974,1.0500000000000001e-05,0.8544400366188587,-0.0592,1.4037229173024106,4e-05,2.3497101007018615,
0.2867425,2.7158986878242297,1.0500000000000001e-05,3.0210558437595356,-0.05919,1.83094293561184,5e-05,1.0680500457735733,
0.2867425,4.455294476655477,1.3125e-05,2.014037229173024,-0.05919,1.8614586512053708,5e-05,-0.9459871833994506,
0.2867425,2.1666158071406776,1.0500000000000001e-05,0.8849557522123894,-0.0592,1.2816600549282882,5e-05,0.21361000915471468,
0.28674,2.0750686603600856,1.0500000000000001e-05,0.7018614586512053,-0.0592,1.5257857796765335,5e-05,1.098565761367104,
