pos_0_m, torque_0_Percent,pos_1_m, torque_1_Percent,pos_2_m, torque_2_Percent,pos_3_m, torque_3_Percent,
-0.0301025,2.6853829722306988,2.6250000000000003e-06,3.051571559353067,-0.05933,-3.3262129996948433,0.12455,-2.593835825450107,
-0.0301025,2.5633201098565763,2.6250000000000003e-06,2.8074458346048212,-0.05933,-4.760451632590784,0.12454,-0.12206286237412267,
-0.0301025,1.8004272200183093,2.6250000000000003e-06,3.2041501373207204,-0.05933,-3.3262129996948433,0.12455,-0.061031431187061336,
-0.0301025,1.9530057979859627,2.6250000000000003e-06,3.112602990540128,-0.05933,-4.851998779371376,0.12455,-1.4342386328959413,
-0.0301025,2.502288678669515,2.6250000000000003e-06,3.7229173024107416,-0.05933,-2.8684772657918827,0.12454,-1.556301495270064,
-0.0301025,3.814464449191334,2.6250000000000003e-06,3.112602990540128,-0.05933,-5.157155935306683,0.12454,-2.105584375953616,
-0.0301025,2.410741531888923,2.6250000000000003e-06,3.631370155630149,-0.05933,-4.241684467500763,0.12454,-0.030515715593530668,
-0.0301025,4.241684467500763,2.6250000000000003e-06,2.9905401281660056,-0.05933,-3.7839487335978026,0.12455,-1.098565761367104,
-0.0301025,4.974061641745498,2.6250000000000003e-06,3.387244430881904,-0.05933,-3.234665852914251,0.12454,-1.1595971925541653,
-0.0301025,4.821483063777846,2.6250000000000003e-06,3.66188587122368,-0.05933,-2.3191943851083305,0.12455,-0.274641440341776,
-0.0301025,3.112602990540128,2.6250000000000003e-06,3.1736344217271895,-0.05933,-3.417760146475435,0.12455,-1.9530057979859627,
-0.0301025,3.570338724443088,2.6250000000000003e-06,3.0210558437595356,-0.05933,-2.0750686603600856,0.12454,-0.091547146780592,
-0.0301025,3.8754958803783945,2.6250000000000003e-06,3.387244430881904,-0.05933,-2.74641440341776,0.12455,-1.7699115044247788,
-0.0301025,3.0820872749465975,2.6250000000000003e-06,2.929508696978944,-0.05933,-2.7769301190112907,0.12454,-1.4342386328959413,
-0.0301025,2.6243515410436373,2.6250000000000003e-06,3.112602990540128,-0.05933,-3.844980164784864,0.12454,0.24412572474824534,
-0.0301025,1.1290814769606348,2.6250000000000003e-06,3.1736344217271895,-0.05933,-4.516325907842539,0.12455,-2.1361000915471466,
-0.0301025,0.8849557522123894,2.6250000000000003e-06,3.3567287152883734,-0.05933,-3.9060115959719255,0.12454,0.061031431187061336,
-0.0301025,0.8849557522123894,2.6250000000000003e-06,3.234665852914251,-0.05933,-3.6008544400366187,0.12455,-1.1290814769606348,
-0.0301025,1.5257857796765335,2.6250000000000003e-06,3.0820872749465975,-0.05932,-3.631370155630149,0.12454,-0.6103143118706134,
-0.0301025,2.1361000915471466,2.6250000000000003e-06,3.0820872749465975,-0.05933,-5.95056454073848,0.12455,-0.5797985962770826,
-0.0301025,2.3191943851083305,2.6250000000000003e-06,2.8379615501983526,-0.05933,-3.7839487335978026,0.12454,-2.014037229173024,
-0.0301025,4.241684467500763,2.6250000000000003e-06,3.3262129996948433,-0.05933,-2.654867256637168,0.12455,-0.091547146780592,
-0.0301025,4.241684467500763,2.6250000000000003e-06,3.0820872749465975,-0.05933,-2.4412572474824534,0.12455,-2.380225816295392,
-0.0301025,5.06560878852609,2.6250000000000003e-06,3.417760146475435,-0.05933,-2.2581629539212695,0.12454,0.274641440341776,
-0.0301025,5.03509307293256,2.6250000000000003e-06,3.234665852914251,-0.05933,-2.2886786695148,0.12454,-0.24412572474824534,
-0.0301025,4.54684162343607,2.6250000000000003e-06,3.0210558437595356,-0.05933,-2.654867256637168,0.12454,0.823924321025328,
-0.0301025,2.8379615501983526,2.6250000000000003e-06,3.2041501373207204,-0.05933,-2.960024412572475,0.12455,-0.5797985962770826,
-0.0301025,2.960024412572475,2.6250000000000003e-06,3.0210558437595356,-0.05933,-3.753433018004272,0.12454,-1.8614586512053708,
-0.0301025,0.8849557522123894,2.6250000000000003e-06,3.234665852914251,-0.05933,-4.241684467500763,0.12454,-0.24412572474824534,
-0.0301025,1.5257857796765335,2.6250000000000003e-06,2.8074458346048212,-0.05933,-3.295697284101312,0.12455,-1.5257857796765335,
-0.0301025,1.83094293561184,2.6250000000000003e-06,3.1431187061336585,-0.05933,-4.882514494964907,0.12454,-0.7934086054317974,
-0.0301025,2.6853829722306988,2.6250000000000003e-06,3.2651815685077814,-0.05933,-5.00457735733903,0.12455,-0.7934086054317974,
-0.0301025,3.295697284101312,2.6250000000000003e-06,2.8074458346048212,-0.05933,-3.814464449191334,0.12455,-2.2276472383277386,
-0.0301025,4.302715898687825,2.6250000000000003e-06,2.8379615501983526,-0.05933,-3.7839487335978026,0.12454,-0.732377174244736,
-0.0301025,4.302715898687825,2.6250000000000003e-06,3.0210558437595356,-0.05933,-3.4787915776624962,0.12455,-1.4952700640830028,
-0.0301025,5.00457735733903,2.6250000000000003e-06,3.387244430881904,-0.05933,-3.2651815685077814,0.12455,-1.6173329264571255,
-0.0301025,4.363747329874885,2.6250000000000003e-06,3.2651815685077814,-0.05933,-3.051571559353067,0.12455,-1.83094293561184,
-0.0301025,3.8754958803783945,2.6250000000000003e-06,2.6243515410436373,-0.05933,-2.929508696978944,0.12454,-0.3051571559353067,
-0.0301025,4.211168751907232,2.6250000000000003e-06,2.7158986878242297,-0.05933,-1.1595971925541653,0.12455,-0.6408300274641441,
-0.0301025,3.4482758620689657,2.6250000000000003e-06,2.898992981385413,-0.05933,-1.37320720170888,0.12455,-2.1666158071406776,
-0.0301025,0.8544400366188587,2.6250000000000003e-06,3.295697284101312,-0.05933,-2.8074458346048212,0.12454,-0.15257857796765334,
-0.0301025,1.098565761367104,2.6250000000000003e-06,3.753433018004272,-0.05933,-3.0820872749465975,0.12455,-0.6408300274641441,
-0.0301025,0.4882514494964907,2.6250000000000003e-06,3.9060115959719255,-0.05933,-3.295697284101312,0.12455,-1.8614586512053708,
-0.0301025,-0.183094293561184,2.6250000000000003e-06,3.1736344217271895,-0.05933,-5.401281660054929,0.12454,-0.6103143118706134,
-0.0301025,0.274641440341776,2.6250000000000003e-06,2.654867256637168,-0.05933,-5.49282880683552,0.12455,-1.647848642050656,
-0.0301025,1.556301495270064,2.6250000000000003e-06,2.2581629539212695,-0.05932,-5.92004882514495,0.12454,-1.190112908147696,
-0.0301025,2.6243515410436373,2.6250000000000003e-06,3.2041501373207204,-0.05932,-5.49282880683552,0.12454,-0.274641440341776,
-0.0301025,3.5398230088495577,2.6250000000000003e-06,3.6008544400366187,-0.05932,-4.760451632590784,0.12455,-1.8004272200183093,
-0.0301025,2.960024412572475,2.6250000000000003e-06,3.387244430881904,-0.05932,-4.913030210558437,0.12454,0.183094293561184,
-0.0301025,3.8754958803783945,2.6250000000000003e-06,2.8684772657918827,-0.05932,-3.417760146475435,0.12455,-1.8614586512053708,
-0.0301025,3.387244430881904,2.6250000000000003e-06,2.8379615501983526,-0.05932,-3.5093072932560263,0.12454,-0.732377174244736,
-0.0301025,2.74641440341776,2.6250000000000003e-06,3.2651815685077814,-0.05932,-4.424778761061948,0.12455,-1.556301495270064,
-0.0301025,2.471772963075984,2.6250000000000003e-06,2.532804394263045,-0.05933,-4.394263045468416,0.12454,-1.3426914861153494,
-0.0301025,1.098565761367104,2.6250000000000003e-06,3.2651815685077814,-0.05932,-7.598413182789137,0.12455,-0.8544400366188587,
-0.0301025,0.12206286237412267,2.6250000000000003e-06,3.3262129996948433,-0.05932,-7.995117485505034,0.12454,-0.9459871833994506,
-0.0301025,1.0680500457735733,2.6250000000000003e-06,3.631370155630149,-0.05932,-9.246261824839792,0.12455,-0.33567287152883735,
-0.0301025,-0.15257857796765334,2.6250000000000003e-06,3.112602990540128,-0.05932,-9.246261824839792,0.12454,-1.9835215135794935,
-0.0301025,0.6103143118706134,2.6250000000000003e-06,3.2651815685077814,-0.05932,-9.490387549588037,0.12455,-0.6103143118706134,
-0.0301025,0.4882514494964907,2.6250000000000003e-06,2.8684772657918827,-0.05932,-10.375343301800427,0.12454,-2.0750686603600856,
-0.0301025,0.366188587122368,2.6250000000000003e-06,3.1736344217271895,-0.05931,-9.398840402807446,0.12454,-0.12206286237412267,
-0.0301025,-0.061031431187061336,2.6250000000000003e-06,3.570338724443088,-0.05931,-9.063167531278609,0.12454,-2.3191943851083305,
-0.0301025,1.3426914861153494,2.6250000000000003e-06,3.112602990540128,-0.05931,-8.513884650595056,0.12454,-0.366188587122368,
-0.0301025,0.549282880683552,2.6250000000000003e-06,3.2041501373207204,-0.05931,-6.225205981080256,0.12454,-0.7018614586512053,
-0.0301025,-0.6103143118706134,2.6250000000000003e-06,2.654867256637168,-0.05931,-9.948123283490997,0.12455,-2.197131522734208,
-0.0301025,0.7934086054317974,2.6250000000000003e-06,2.593835825450107,-0.05931,-7.110161733292646,0.12454,-0.45773573390296,
-0.0301025,0.6408300274641441,2.6250000000000003e-06,3.0210558437595356,-0.05931,-9.063167531278609,0.12455,-1.3426914861153494,
-0.0301025,0.15257857796765334,2.6250000000000003e-06,3.5398230088495577,-0.05931,-10.283796155019836,0.12454,-0.549282880683552,
-0.0301025,1.5257857796765335,2.6250000000000003e-06,3.997558742752517,-0.05931,-10.894110466890448,0.12455,-1.2206286237412267,
-0.0301025,1.098565761367104,2.6250000000000003e-06,3.814464449191334,-0.05931,-12.786084833689351,0.12454,0.030515715593530668,
-0.0301025,1.7088800732377174,2.6250000000000003e-06,3.66188587122368,-0.05931,-13.548977723527615,0.12455,-1.4037229173024106,
-0.0301025,1.5257857796765335,2.6250000000000003e-06,2.532804394263045,-0.05931,-11.687519072322246,0.12454,0.0,
-0.0301025,3.4787915776624962,2.6250000000000003e-06,3.387244430881904,-0.05931,-12.694537686908758,0.12455,-2.2276472383277386,
-0.0301025,2.74641440341776,2.6250000000000003e-06,3.4482758620689657,-0.05931,-12.419896246566982,0.12454,-1.9835215135794935,
-0.0301025,2.8074458346048212,2.6250000000000003e-06,4.028074458346048,-0.0593,-15.685077815074763,0.12454,-0.7018614586512053,
-0.0301025,2.9905401281660056,2.6250000000000003e-06,4.150137320720171,-0.0593,-15.044247787610619,0.12454,-1.83094293561184,
-0.0301025,1.0375343301800428,2.6250000000000003e-06,3.3262129996948433,-0.0593,-12.145254806225205,0.12454,0.3051571559353067,
-0.0301025,2.0750686603600856,2.6250000000000003e-06,3.570338724443088,-0.05929,-10.344827586206897,0.12455,-1.7088800732377174,
-0.0301025,1.6173329264571255,2.6250000000000003e-06,3.112602990540128,-0.0593,-10.07018614586512,0.12454,-0.366188587122368,
-0.0301025,1.1290814769606348,2.6250000000000003e-06,2.8379615501983526,-0.0593,-8.69697894415624,0.12455,-1.5257857796765335,
-0.0301025,0.183094293561184,2.6250000000000003e-06,3.0820872749465975,-0.0593,-12.084223375038142,0.12454,-1.9530057979859627,
-0.0301025,0.7934086054317974,2.6250000000000003e-06,3.234665852914251,-0.0593,-11.046689044858102,0.12455,-0.732377174244736,
-0.0301025,0.91547146780592,2.6250000000000003e-06,3.295697284101312,-0.0593,-12.75556911809582,0.12454,-1.556301495270064,
-0.0301025,1.8919743667989013,2.6250000000000003e-06,3.417760146475435,-0.0593,-12.053707659444616,0.12455,-0.91547146780592,
-0.0301025,1.464754348489472,2.6250000000000003e-06,3.3567287152883734,-0.0593,-11.199267622825754,0.12454,-1.2816600549282882,
-0.0301025,1.4342386328959413,2.6250000000000003e-06,2.7769301190112907,-0.0593,-11.779066219102837,0.12455,-0.6408300274641441,
-0.0301025,1.098565761367104,2.6250000000000003e-06,2.929508696978944,-0.0593,-10.192249008239243,0.12454,-1.8004272200183093,
-0.0301025,0.91547146780592,2.6250000000000003e-06,2.3191943851083305,-0.05929,-10.314311870613366,0.12455,-0.7628928898382668,
-0.0301025,1.1290814769606348,2.6250000000000003e-06,2.8684772657918827,-0.0593,-11.47390906316753,0.12454,-1.0375343301800428,
-0.0301025,1.2206286237412267,2.6250000000000003e-06,3.0210558437595356,-0.0593,-11.626487641135183,0.12455,-1.0375343301800428,
-0.0301025,0.9459871833994506,2.6250000000000003e-06,3.1736344217271895,-0.0593,-10.558437595361612,0.12454,-1.6783643576441867,
-0.0301025,0.91547146780592,2.6250000000000003e-06,3.631370155630149,-0.05929,-8.880073237717424,0.12455,-0.183094293561184,
-0.0301025,1.556301495270064,2.6250000000000003e-06,2.8684772657918827,-0.0593,-10.375343301800427,0.12454,-0.183094293561184,
-0.0301025,1.098565761367104,2.6250000000000003e-06,2.6853829722306988,-0.0593,-10.222764723832773,0.12455,-1.2511443393347574,
-0.0301025,0.7628928898382668,2.6250000000000003e-06,3.0210558437595356,-0.0593,-10.314311870613366,0.12454,-1.8004272200183093,
-0.0301025,0.6713457430576747,2.6250000000000003e-06,3.5398230088495577,-0.0593,-10.375343301800427,0.12455,-0.549282880683552,
-0.0301025,0.6408300274641441,2.6250000000000003e-06,3.7229173024107416,-0.0593,-9.948123283490997,0.12454,-2.380225816295392,
-0.0301025,1.3121757705218187,2.6250000000000003e-06,3.753433018004272,-0.0593,-14.128776319804699,0.12455,-0.33567287152883735,
-0.0301025,1.0680500457735733,2.6250000000000003e-06,3.844980164784864,-0.0593,-10.711016173329265,0.12454,-2.2886786695148,
-0.0301025,1.6783643576441867,2.6250000000000003e-06,3.997558742752517,-0.0593,-10.802563320109858,0.12455,-0.7934086054317974,
-0.0301025,2.0445529447665547,2.6250000000000003e-06,3.4482758620689657,-0.0593,-12.053707659444616,0.12454,-1.2206286237412267,
-0.0301025,1.1290814769606348,2.6250000000000003e-06,3.66188587122368,-0.0593,-14.739090631675314,0.12455,-1.3121757705218187,
-0.0301025,1.8614586512053708,2.6250000000000003e-06,3.844980164784864,-0.0593,-17.119316447970704,0.12454,-0.45773573390296,
