pos_0_m, torque_0_Percent,pos_1_m, torque_1_Percent,pos_2_m, torque_2_Percent,pos_3_m, torque_3_Percent,
-0.6626975,1.2511443393347574,2.625e-05,2.471772963075984,-0.05925,-0.24412572474824534,0.0001,-0.7628928898382668,
-0.6626975,1.6783643576441867,2.3625e-05,-0.7934086054317974,-0.05924,0.3051571559353067,0.0001,-1.1290814769606348,
-0.6626975,0.8544400366188587,2.3625e-05,-0.4882514494964907,-0.05924,1.7699115044247788,9e-05,-0.3051571559353067,
-0.6627,2.1361000915471466,2.3625e-05,-1.37320720170888,-0.05924,-0.3051571559353067,9e-05,-0.061031431187061336,
-0.6627,3.631370155630149,2.3625e-05,-2.105584375953616,-0.05924,-1.190112908147696,9e-05,1.556301495270064,
-0.6627,5.584375953616112,2.3625e-05,-1.3426914861153494,-0.05924,-1.0375343301800428,9e-05,2.3191943851083305,
-0.6627,4.333231614281355,2.3625e-05,-0.274641440341776,-0.05923,1.098565761367104,0.0001,1.4037229173024106,
-0.6626975,4.54684162343607,2.3625e-05,-0.091547146780592,-0.05923,1.6173329264571255,0.0001,2.3497101007018615,
-0.6626975,3.0820872749465975,2.3625e-05,0.7628928898382668,-0.05924,1.0680500457735733,0.0001,-0.6408300274641441,
-0.6626975,1.647848642050656,2.3625e-05,1.2206286237412267,-0.05924,-0.030515715593530668,0.0001,-0.5797985962770826,
-0.6626975,1.7088800732377174,2.3625e-05,1.190112908147696,-0.05924,1.3426914861153494,0.0001,-0.8544400366188587,
-0.6626975,1.4037229173024106,2.3625e-05,1.1290814769606348,-0.05924,2.1361000915471466,9e-05,0.091547146780592,
-0.6626975,2.0750686603600856,2.3625e-05,0.6103143118706134,-0.05924,0.7934086054317974,9e-05,0.823924321025328,
-0.6626975,1.5257857796765335,2.3625e-05,1.1595971925541653,-0.05924,0.45773573390296,0.0001,2.1666158071406776,
-0.6626975,2.4412572474824534,2.3625e-05,0.549282880683552,-0.05924,0.183094293561184,0.0001,1.7088800732377174,
-0.6627,3.2041501373207204,2.3625e-05,1.5868172108635947,-0.05924,0.45773573390296,0.0001,0.7934086054317974,
-0.6626975,4.089105889533109,2.3625e-05,-0.030515715593530668,-0.05925,0.732377174244736,0.0001,-0.21361000915471468,
-0.6626975,3.3567287152883734,2.3625e-05,0.15257857796765334,-0.05924,-0.6103143118706134,0.0001,-0.6103143118706134,
-0.6626975,4.7299359169972535,2.3625e-05,-0.6713457430576747,-0.05924,0.091547146780592,9e-05,-0.3967043027158987,
-0.6626975,2.929508696978944,2.3625e-05,0.21361000915471468,-0.05924,-0.3967043027158987,9e-05,-0.7934086054317974,
-0.6626975,1.9530057979859627,2.3625e-05,-0.5797985962770826,-0.05924,-0.9765028989929814,9e-05,2.0750686603600856,
-0.6626975,1.6173329264571255,2.3625e-05,1.6173329264571255,-0.05924,-0.5797985962770826,0.0001,0.7934086054317974,
-0.6626975,2.502288678669515,2.3625e-05,0.91547146780592,-0.05923,0.42722001830942935,0.0001,0.3967043027158987,
-0.6626975,2.8074458346048212,2.3625e-05,1.556301495270064,-0.05923,0.45773573390296,0.0001,0.5187671650900214,
-0.662695,0.91547146780592,2.3625e-05,1.7393957888312481,-0.05923,-0.42722001830942935,0.0001,-0.823924321025328,
-0.662695,1.7088800732377174,2.3625e-05,1.1595971925541653,-0.05923,0.4882514494964907,0.0001,-1.2206286237412267,
-0.6626975,2.197131522734208,2.3625e-05,2.105584375953616,-0.05923,0.823924321025328,0.0001,-0.366188587122368,
-0.6627,3.112602990540128,2.3625e-05,-0.4882514494964907,-0.05923,1.647848642050656,9e-05,0.21361000915471468,
-0.6627,4.058590173939579,2.3625e-05,-0.3051571559353067,-0.05924,1.9530057979859627,9e-05,1.4037229173024106,
-0.6626975,5.187671650900214,2.3625e-05,1.9530057979859627,-0.05924,1.190112908147696,0.0001,1.556301495270064,
-0.6626975,5.584375953616112,2.625e-05,0.5797985962770826,-0.05924,0.8544400366188587,0.0001,-0.061031431187061336,
-0.662695,2.7769301190112907,2.3625e-05,0.9765028989929814,-0.05924,0.12206286237412267,0.0001,-0.3967043027158987,
