time_s,wob_n,wob_heater_n,
0.0,0.0,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
0.0,0.006151656431788294,0.0,
1631470358.5398443,0.006151656431788294,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470358.5398443,0.004307915446051016,-0.00134622357688481,
1631470360.6481009,0.004307915446051016,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
1631470360.6481009,0.0115248444473655,-0.005297097117750404,
