time_s,wob_n,wob_heater_n,
0.0,0.0,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
0.0,0.009119201446910986,0.0,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462588.7124257,0.014176319579218945,0.006719411592462018,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462590.8212595,0.009962054468962311,0.010775641761084026,
1631462592.9304976,0.011226334002039302,0.012514026119064887,
1631462592.9304976,0.011226334002039302,0.012514026119064887,
1631462592.9304976,0.011226334002039302,0.012514026119064887,
1631462592.9304976,0.011226334002039302,0.012514026119064887,
1631462592.9304976,0.011226334002039302,0.012514026119064887,
1631462592.9304976,0.011226334002039302,0.012514026119064887,
1631462592.9304976,0.011226334002039302,0.012514026119064887,
1631462592.9304976,0.011226334002039302,0.012514026119064887,
1631462592.9304976,0.011226334002039302,0.012514026119064887,
