time_s,wob_n,wob_heater_n,
0.0,0.0,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
0.0,0.007427642256827316,0.0,
1631378907.5537467,0.007427642256827316,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378907.5537467,0.00632139766538495,-0.005390747453535588,
1631378909.6636271,0.00632139766538495,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
1631378909.6636271,-0.0023705241245193564,-0.016874619878984913,
