time_s,triac_level,drill,heater,
1631465019.838342,0.0,0,0
1631465020.849602,0.0,0,0
1631465021.853629,0.0,0,0
1631465022.8578086,0.0,0,0
1631465023.8639467,0.0,0,0
1631465024.8659074,0.0,0,0
1631465025.8725607,0.0,0,0
1631465026.8786778,0.0,0,0
1631465027.8848073,0.0,0,0
1631465028.890311,0.0,0,0
1631465029.8964372,0.0,0,0
1631465030.902029,0.0,0,0
1631465031.9050431,0.0,0,0
1631465032.909451,0.0,0,0
1631465033.915562,0.0,0,0
1631465034.9177022,0.0,0,0
1631465035.9238055,0.0,0,0
1631465036.929671,0.0,0,0
1631465037.9357762,0.0,0,0
1631465038.9387026,0.0,0,0
1631465039.9444973,0.0,0,0
1631465040.9480484,0.0,0,0
1631465041.9541743,0.0,0,0
1631465042.9602826,0.0,0,0
1631465043.9627876,0.0,0,0
1631465044.9689338,0.0,0,0
1631465045.97509,0.0,0,0
1631465046.9802816,0.0,0,0
1631465047.981001,0.0,0,0
1631465048.9871297,0.0,0,0
1631465049.9921072,0.0,0,0
1631465050.9927347,0.0,0,0
1631465051.9975686,0.0,0,0
1631465052.9998825,0.0,0,0
1631465054.0023494,0.0,0,0
1631465055.0082488,0.0,0,0
1631465056.0134444,0.0,0,0
1631465057.019573,0.0,0,0
1631465058.025683,0.0,0,0
1631465059.0312214,0.0,0,0
1631465060.0373507,0.0,0,0
1631465061.0411382,0.0,0,0
1631465062.0472548,0.0,0,0
1631465063.0510314,0.0,0,0
1631465064.0609653,0.0,0,0
1631465065.0670803,0.0,0,0
1631465066.069319,0.0,0,0
1631465067.0754344,0.0,0,0
1631465068.0815632,0.0,0,0
1631465069.0833087,0.0,0,0
1631465070.085321,0.0,0,0
1631465071.091433,0.0,0,0
1631465072.0952175,0.0,0,0
1631465073.1052377,0.0,0,0
1631465074.1113567,0.0,0,0
1631465075.1174905,0.0,0,0
1631465076.1235998,0.0,0,0
1631465077.1289678,0.0,0,0
1631465078.1326358,0.0,0,0
1631465079.1388092,0.0,0,0
1631465080.1433477,0.0,0,0
1631465081.1448116,0.0,0,0
1631465082.1523104,0.0,0,0
1631465083.1584287,0.0,0,0
1631465084.1606631,0.0,0,0
1631465085.166782,0.0,0,0
1631465086.167401,0.0,0,0
1631465087.1735325,0.0,0,0
1631465088.1781921,0.0,0,0
1631465089.1821976,0.0,0,0
1631465090.1830666,0.0,0,0
1631465091.1920521,0.0,0,0
1631465092.1981838,0.0,0,0
1631465093.2028987,0.0,0,0
1631465094.2090118,0.0,0,0
1631465095.2151346,0.0,0,0
1631465096.2212458,0.0,0,0
1631465097.2374969,0.0,0,0
1631465098.240435,0.0,0,0
1631465099.246547,0.0,0,0
1631465100.2513275,0.0,0,0
1631465101.2574458,0.0,0,0
1631465102.2635863,0.0,0,0
1631465103.2697136,0.0,0,0
1631465104.2809048,0.0,0,0
1631465105.2834473,0.0,0,0
1631465106.2895775,0.0,0,0
1631465107.292757,0.0,0,0
1631465108.2988768,0.0,0,0
1631465109.3049994,0.0,0,0
1631465110.3111107,0.0,0,0
1631465111.3153136,0.0,0,0
1631465112.3253107,0.0,0,0
1631465113.3314285,0.0,0,0
1631465114.3336768,0.0,0,0
1631465115.3397927,0.0,0,0
1631465116.344002,0.0,0,0
1631465117.3501153,0.0,0,0
1631465118.3562417,0.0,0,0
1631465119.3726623,0.0,0,0
1631465120.3745909,0.0,0,0
1631465121.380719,0.0,0,0
1631465122.3868344,0.0,0,0
1631465123.3905337,0.0,0,0
1631465124.3964615,0.0,0,0
1631465125.3988514,0.0,0,0
1631465126.4049666,0.0,0,0
1631465127.4085443,0.0,0,0
1631465128.4195266,0.0,0,0
1631465129.425643,0.0,0,0
1631465130.4317687,0.0,0,0
1631465131.437881,0.0,0,0
1631465132.4426765,0.0,0,0
1631465133.4487875,0.0,0,0
1631465134.4506557,0.0,0,0
1631465135.4548695,0.0,0,0
1631465136.4609833,0.0,0,0
1631465137.4631786,0.0,0,0
1631465138.469293,0.0,0,0
1631465139.4754214,0.0,0,0
1631465140.4815423,0.0,0,0
1631465141.4833932,0.0,0,0
1631465142.4895024,0.0,0,0
1631465143.4956284,0.0,0,0
1631465144.5003426,0.0,0,0
1631465145.5115142,0.0,0,0
1631465146.5137649,0.0,0,0
1631465147.5198832,0.0,0,0
1631465148.5231962,0.0,0,0
1631465149.5293105,0.0,0,0
1631465150.5338852,0.0,0,0
1631465151.540004,0.0,0,0
1631465152.546133,0.0,0,0
1631465153.5561419,0.0,0,0
1631465154.5605454,0.0,0,0
1631465155.5666757,0.0,0,0
