time_s,active_power_W,current_mA,
0.0,0.0,0.0,
1630166310.7382822,48.248416900634766,610.7433471679688,
1630166310.8434534,48.248416900634766,610.7433471679688,
1630166310.948643,48.248416900634766,610.7433471679688,
1630166311.053132,48.248416900634766,610.7433471679688,
1630166311.1532297,48.57469940185547,613.1910400390625,
1630166311.2533298,48.57469940185547,613.1910400390625,
1630166311.3534334,48.57469940185547,613.1910400390625,
1630166311.4535236,48.57469940185547,613.1910400390625,
1630166311.5536177,48.57469940185547,613.1910400390625,
1630166311.6537158,48.57469940185547,613.1910400390625,
1630166311.7538173,48.57469940185547,613.1910400390625,
1630166311.8539104,48.57469940185547,613.1910400390625,
1630166311.9540067,48.996883392333984,624.2021484375,
1630166312.0541065,48.996883392333984,624.2021484375,
1630166312.154211,48.996883392333984,624.2021484375,
1630166312.2543051,48.996883392333984,624.2021484375,
1630166312.354403,48.996883392333984,624.2021484375,
1630166312.454507,48.996883392333984,624.2021484375,
1630166312.554615,48.996883392333984,624.2021484375,
1630166312.654712,48.996883392333984,624.2021484375,
1630166312.7548099,48.48529052734375,617.9793090820312,
1630166312.8549116,48.48529052734375,617.9793090820312,
1630166312.9550035,48.48529052734375,617.9793090820312,
1630166313.0550997,48.48529052734375,617.9793090820312,
1630166313.1574392,48.48529052734375,617.9793090820312,
1630166313.2575421,48.48529052734375,617.9793090820312,
1630166313.3576338,48.48529052734375,617.9793090820312,
1630166313.45773,48.48529052734375,617.9793090820312,
1630166313.5578284,49.236358642578125,624.9547119140625,
1630166313.6579177,49.236358642578125,624.9547119140625,
1630166313.7580113,49.236358642578125,624.9547119140625,
1630166313.8581078,49.236358642578125,624.9547119140625,
1630166313.9582095,49.236358642578125,624.9547119140625,
1630166314.0583167,49.236358642578125,624.9547119140625,
1630166314.1584115,49.236358642578125,624.9547119140625,
1630166314.2585094,49.236358642578125,624.9547119140625,
1630166314.3586085,49.236358642578125,624.9547119140625,
1630166314.4586992,48.830570220947266,625.5842895507812,
1630166314.558796,48.830570220947266,625.5842895507812,
1630166314.6588933,48.830570220947266,625.5842895507812,
1630166314.7589955,48.830570220947266,625.5842895507812,
1630166314.8590875,48.830570220947266,625.5842895507812,
1630166314.9591937,48.830570220947266,625.5842895507812,
1630166315.0592942,48.830570220947266,625.5842895507812,
1630166315.1593995,48.830570220947266,625.5842895507812,
1630166315.259496,48.74717330932617,622.6336669921875,
1630166315.3596013,48.74717330932617,622.6336669921875,
1630166315.4597874,48.74717330932617,622.6336669921875,
1630166315.5599575,48.74717330932617,622.6336669921875,
1630166315.6603456,48.74717330932617,622.6336669921875,
1630166315.7604449,48.74717330932617,622.6336669921875,
1630166315.8605459,48.74717330932617,622.6336669921875,
1630166315.9606493,48.74717330932617,622.6336669921875,
1630166316.060744,48.207305908203125,621.8760986328125,
1630166316.1659362,48.207305908203125,621.8760986328125,
1630166316.2660348,48.207305908203125,621.8760986328125,
1630166316.3661566,48.207305908203125,621.8760986328125,
1630166316.4662561,48.207305908203125,621.8760986328125,
1630166316.56636,48.207305908203125,621.8760986328125,
