time_s,wob_N
1626702746.036337,-0.937351
1626702746.177997,-0.913070
1626702746.319637,-0.919021
1626702746.461315,-0.936034
1626702746.602999,-0.930925
1626702746.744726,-0.937720
1626702746.886424,-0.936824
1626702747.028115,-0.926132
1626702747.169780,-0.930504
1626702747.311517,-0.933137
1626702747.453193,-0.928818
1626702747.594871,-0.933348
1626702747.736557,-0.921023
1626702747.878254,-0.921708
1626702748.019920,-0.937930
1626702748.161617,-0.925658
1626702748.303266,-0.921234
1626702748.444979,-0.913702
1626702748.586646,-0.944988
1626702748.728341,-0.936034
1626702748.870016,-0.925605
1626702749.011685,-0.940616
1626702749.153338,-0.911437
1626702749.295028,-0.919443
1626702749.478507,-0.933032
1626702749.620185,-0.938246
1626702749.772936,-0.937878
1626702749.903547,-0.922603
1626702750.045201,-0.923972
1626702750.186907,-0.928976
1626702750.328630,-0.937509
1626702750.470329,-0.933137
1626702750.612004,-0.917441
1626702750.753666,-0.944461
1626702750.895340,-0.935033
1626702751.037085,-0.940090
1626702751.178750,-0.935402
1626702751.320406,-0.909014
1626702751.462077,-0.943250
1626702751.592664,-0.946094
1626702751.734380,-0.943197
1626702751.876070,-0.934191
1626702752.017758,-0.940406
1626702752.159422,-0.953889
1626702752.301088,-0.933875
1626702752.442755,-0.928713
1626702752.584428,-0.942407
1626702752.726092,-0.931504
1626702752.867779,-0.917599
1626702753.009460,-0.935297
1626702753.140081,-0.922340
1626702753.281800,-0.924341
1626702753.423465,-0.931820
1626702753.565157,-0.924605
1626702753.706814,-0.928239
1626702753.848524,-0.921550
1626702753.990213,-0.924815
1626702754.131894,-0.924078
1626702754.273598,-0.922656
1626702754.415293,-0.924341
1626702754.556957,-0.916546
1626702754.698610,-0.928976
1626702754.840274,-0.941880
1626702754.981925,-0.929029
1626702755.123587,-0.939142
1626702755.265296,-0.906907
1626702755.395928,-0.947411
1626702755.537618,-0.944567
1626702755.679271,-0.957524
1626702755.820926,-0.957050
1626702755.962606,-0.920338
1626702756.104305,-0.944145
1626702756.245986,-0.920128
1626702756.387653,-0.923130
1626702756.529333,-0.944988
1626702756.671000,-0.933559
1626702756.812669,-0.938457
1626702756.954356,-0.924605
1626702757.096024,-0.927765
1626702757.237719,-0.934349
1626702757.379431,-0.935086
1626702757.521087,-0.935560
1626702757.662751,-0.929029
1626702757.804445,-0.929345
1626702757.946163,-0.936192
1626702758.087871,-0.915598
1626702758.229530,-0.914228
1626702758.371218,-0.920654
1626702758.523969,-0.924657
1626702758.665661,-0.934138
1626702758.807332,-0.908329
1626702758.948977,-0.945093
1626702759.090647,-0.940827
1626702759.232327,-0.954521
1626702759.373989,-0.929819
1626702759.515639,-0.935297
1626702759.657298,-0.944777
1626702759.798971,-0.942249
1626702759.940662,-0.922182
1626702760.071441,-0.962949
1626702760.213174,-0.955522
1626702760.354841,-0.947358
1626702760.496531,-0.924236
1626702760.638206,-0.922340
1626702760.779897,-0.940722
1626702760.921548,-0.940669
1626702761.063206,-0.942460
1626702761.204880,-0.930978
1626702761.346595,-0.941512
1626702761.488283,-0.941406
1626702761.629975,-0.924499
1626702761.771638,-0.942460
1626702761.913309,-0.937878
1626702762.055006,-0.942723
1626702762.185579,-0.948622
1626702762.327279,-0.949518
1626702762.468964,-0.902694
1626702762.610665,-0.940248
1626702762.752301,-0.932294
1626702762.893956,-0.931504
1626702763.035635,-0.958419
1626702763.177301,-0.942881
1626702763.318946,-0.938194
1626702763.460635,-0.943724
1626702763.602306,-0.934033
1626702763.743997,-0.942513
1626702763.885670,-0.926079
1626702764.027372,-0.958893
1626702764.169087,-0.935718
1626702764.310746,-0.948412
1626702764.463497,-0.935244
1626702764.605193,-0.949096
1626702764.735825,-0.905222
1626702764.877522,-0.953731
1626702765.019178,-0.933822
1626702765.160865,-0.942144
1626702765.302538,-0.912174
1626702765.444202,-0.943197
1626702765.585898,-0.945093
1626702765.727562,-0.924552
1626702765.869249,-0.920496
1626702766.010964,-0.941670
1626702766.152675,-0.946094
1626702766.283277,-0.931610
1626702766.424997,-0.952520
1626702766.566657,-0.929134
1626702766.708313,-0.941617
1626702766.861053,-0.945515
1626702767.002729,-0.937456
1626702767.144393,-0.934717
1626702767.286048,-0.962369
1626702767.469591,-0.933295
1626702767.611291,-0.928660
1626702767.752984,-0.929556
1626702767.894653,-0.917231
1626702768.036360,-0.925974
1626702768.178053,-0.941775
1626702768.319710,-0.949307
1626702768.461400,-0.930767
1626702768.603097,-0.934138
1626702768.744810,-0.946305
1626702768.897553,-0.939510
1626702769.039210,-0.939510
1626702769.180902,-0.926606
1626702769.322575,-0.927975
1626702769.464279,-0.934665
1626702769.605958,-0.942671
1626702769.747619,-0.931610
1626702769.889326,-0.937667
1626702770.031021,-0.949307
1626702770.172724,-0.938720
1626702770.325482,-0.943882
1626702770.467149,-0.943619
1626702770.608839,-0.947622
1626702770.750503,-0.922340
1626702770.892174,-0.939300
1626702771.034016,-0.930082
1626702771.186751,-0.919179
1626702771.328450,-0.949254
1626702771.481210,-0.948201
1626702771.622870,-0.931030
1626702771.764533,-0.913860
1626702771.906194,-0.931346
1626702772.047868,-0.927185
1626702772.189536,-0.931452
1626702772.331362,-0.942776
1626702772.473067,-0.935349
1626702772.614747,-0.943513
1626702772.756413,-0.943619
1626702772.909174,-0.927975
1626702773.051023,-0.940248
1626702773.192687,-0.925500
1626702773.334394,-0.921866
1626702773.476060,-0.937298
1626702773.617727,-0.936877
1626702773.759371,-0.929556
1626702773.901011,-0.913491
1626702774.042689,-0.918179
1626702774.184384,-0.925079
1626702774.326085,-0.908645
1626702774.467766,-0.922919
1626702774.609397,-0.917863
1626702774.751064,-0.939142
1626702774.892787,-0.944356
1626702775.034505,-0.909277
1626702775.176228,-0.931768
1626702775.317871,-0.931136
1626702775.459540,-0.934401
1626702775.601229,-0.929556
1626702775.742915,-0.930293
1626702775.884577,-0.924973
1626702776.026224,-0.934823
1626702776.167939,-0.936613
1626702776.309618,-0.925816
1626702776.451293,-0.932979
1626702776.592955,-0.934401
1626702776.734629,-0.947832
1626702776.887380,-0.914386
1626702777.029053,-0.941354
1626702777.159655,-0.934085
1626702777.301336,-0.933243
1626702777.443000,-0.939721
1626702777.584681,-0.927238
1626702777.726600,-0.955575
1626702777.868313,-0.936192
1626702778.009980,-0.950202
1626702778.151679,-0.955680
1626702778.293392,-0.936666
1626702778.435088,-0.943145
1626702778.576760,-0.943987
1626702778.718421,-0.932610
1626702778.849010,-0.922024
1626702778.990683,-0.950150
1626702779.132350,-0.942987
1626702779.274001,-0.945199
1626702779.415694,-0.927291
1626702779.557390,-0.929240
1626702779.699053,-0.935455
1626702779.840720,-0.940090
1626702779.982374,-0.926817
1626702780.124063,-0.930662
1626702780.265776,-0.937825
1626702780.407503,-0.948096
1626702780.549253,-0.938720
1626702780.690915,-0.924183
1626702780.832636,-0.949096
1626702780.974301,-0.947148
1626702781.115989,-0.952362
1626702781.257698,-0.918653
1626702781.399389,-0.934243
1626702781.541067,-0.932084
1626702781.682730,-0.941564
1626702781.824405,-0.923498
1626702781.966107,-0.933137
1626702782.107752,-0.935033
1626702782.249452,-0.927449
1626702782.391156,-0.943461
1626702782.521770,-0.912596
1626702782.663455,-0.932242
1626702782.805196,-0.934085
1626702782.946926,-0.936508
1626702783.088644,-0.943619
1626702783.230346,-0.941090
1626702783.372027,-0.926711
1626702783.513686,-0.945041
1626702783.655377,-0.934559
1626702783.797088,-0.917073
1626702783.938767,-0.948043
1626702784.080475,-0.935402
1626702784.222143,-0.935613
1626702784.363788,-0.943566
1626702784.505460,-0.916177
1626702784.647100,-0.931662
1626702784.788837,-0.933032
1626702784.930546,-0.926869
1626702785.072225,-0.928818
1626702785.213888,-0.933401
1626702785.355568,-0.940353
1626702785.497263,-0.949254
1626702785.638966,-0.940037
1626702785.780683,-0.935613
1626702785.922338,-0.915282
1626702786.064024,-0.924710
1626702786.205699,-0.943935
1626702786.347421,-0.914966
1626702786.489127,-0.931610
1626702786.630794,-0.925237
1626702786.783563,-0.928660
1626702786.925225,-0.918179
1626702787.066917,-0.925658
1626702787.208603,-0.937140
1626702787.350297,-0.922814
1626702787.491996,-0.916651
1626702787.622612,-0.934981
1626702787.764297,-0.937193
1626702787.905967,-0.928765
1626702788.047639,-0.929029
1626702788.189311,-0.934401
1626702788.331004,-0.946884
1626702788.472690,-0.926027
1626702788.614356,-0.935033
1626702788.756065,-0.934717
1626702788.897745,-0.936139
1626702789.039421,-0.936824
1626702789.181096,-0.932926
1626702789.322805,-0.934612
1626702789.464492,-0.928344
1626702789.606178,-0.920549
1626702789.747863,-0.927133
1626702789.889532,-0.931346
1626702790.031298,-0.924236
1626702790.173007,-0.925184
1626702790.314683,-0.927396
1626702790.456362,-0.941564
1626702790.598027,-0.920338
1626702790.739726,-0.942407
1626702790.881397,-0.908487
1626702791.064945,-0.940722
1626702791.206658,-0.934349
1626702791.348379,-0.930925
1626702791.490065,-0.927765
1626702791.631734,-0.938194
1626702791.773396,-0.921760
1626702791.915037,-0.930398
1626702792.056703,-0.945251
1626702792.198387,-0.957576
1626702792.340085,-0.934770
1626702792.481795,-0.928133
1626702792.612427,-0.958050
1626702792.754118,-0.931768
1626702792.895766,-0.934717
1626702793.037470,-0.925869
1626702793.179134,-0.951941
1626702793.320797,-0.935244
1626702793.462512,-0.935981
1626702793.604171,-0.942302
1626702793.745843,-0.939563
1626702793.887548,-0.919864
1626702794.029225,-0.934875
1626702794.159828,-0.941933
1626702794.301503,-0.931136
1626702794.443173,-0.937667
1626702794.595913,-0.923498
1626702794.737607,-0.933243
1626702794.924636,-0.941933
1626702795.066363,-0.920654
1626702795.208051,-0.924973
1626702795.391532,-0.923235
1626702795.533209,-0.906591
1626702795.674885,-0.924552
1626702795.816544,-0.932558
1626702795.958261,-0.921497
1626702796.099929,-0.932452
1626702796.241587,-0.926869
1626702796.383285,-0.924973
1626702796.524954,-0.930346
1626702796.666627,-0.937140
1626702796.808331,-0.919285
1626702796.950029,-0.926290
1626702797.091766,-0.925131
1626702797.233465,-0.942513
1626702797.375140,-0.931452
1626702797.516796,-0.928397
1626702797.658489,-0.922866
1626702797.800159,-0.934243
1626702797.941806,-0.895372
1626702798.125447,-0.922340
1626702798.267094,-0.922234
1626702798.408762,-0.923656
1626702798.550449,-0.926711
1626702798.692152,-0.935297
1626702798.833834,-0.926764
1626702798.975517,-0.922234
1626702799.117183,-0.925763
1626702799.258846,-0.936087
1626702799.389487,-0.895688
1626702799.531165,-0.925553
1626702799.672827,-0.906749
1626702799.814509,-0.942302
1626702799.956201,-0.927343
1626702800.097895,-0.928871
1626702800.239586,-0.943145
1626702800.381249,-0.916862
1626702800.522899,-0.909014
1626702800.664569,-0.918495
1626702800.806226,-0.927185
1626702800.947923,-0.909541
1626702801.089566,-0.906380
1626702801.231223,-0.923762
1626702801.372908,-0.934559
1626702801.514573,-0.938404
1626702801.667315,-0.931346
1626702801.808964,-0.938668
1626702801.950644,-0.932294
1626702802.092315,-0.915282
1626702802.233995,-0.923972
1626702802.375629,-0.927027
1626702802.517277,-0.931820
1626702802.658915,-0.933822
1626702802.800604,-0.933717
1626702802.942297,-0.927291
1626702803.083984,-0.913544
1626702803.225646,-0.938562
1626702803.367312,-0.926869
1626702803.508977,-0.919601
1626702803.650635,-0.939563
1626702803.792300,-0.918284
1626702803.933995,-0.907276
1626702804.075748,-0.918126
1626702804.217405,-0.935613
1626702804.359084,-0.919759
1626702804.500761,-0.917231
1626702804.642467,-0.905590
1626702804.784177,-0.928924
1626702804.925807,-0.920970
1626702805.067483,-0.926553
1626702805.209154,-0.921550
1626702805.350821,-0.929187
1626702805.492508,-0.932874
1626702805.634160,-0.937772
1626702805.775816,-0.937087
1626702805.917485,-0.937035
1626702806.059180,-0.922656
1626702806.200842,-0.909172
1626702806.342523,-0.926869
1626702806.484203,-0.933137
1626702806.625911,-0.928818
1626702806.767558,-0.921655
1626702806.909206,-0.927817
1626702807.050931,-0.941196
1626702807.192575,-0.917178
1626702807.334257,-0.925026
1626702807.475956,-0.931504
1626702807.617610,-0.924394
1626702807.770393,-0.932294
1626702807.912093,-0.918179
1626702808.053770,-0.915018
1626702808.195420,-0.914281
1626702808.337084,-0.933611
1626702808.478792,-0.923498
1626702808.620484,-0.931294
1626702808.762158,-0.911858
1626702808.903842,-0.915176
1626702809.045539,-0.934612
1626702809.187214,-0.920180
1626702809.328928,-0.929819
1626702809.470609,-0.923867
1626702809.612285,-0.916388
1626702809.753978,-0.914228
1626702809.895653,-0.935823
1626702810.093599,-0.912016
1626702810.235273,-0.926395
1626702810.376940,-0.912543
1626702810.564130,-0.912543
1626702810.705789,-0.919864
1626702810.847520,-0.914808
1626702810.989198,-0.919390
1626702811.130868,-0.913070
1626702811.272545,-0.918547
1626702811.414205,-0.939352
1626702811.555865,-0.900639
1626702811.697522,-0.904748
1626702811.839200,-0.927817
1626702811.980867,-0.918442
1626702812.122516,-0.928397
1626702812.264205,-0.927975
1626702812.405877,-0.919074
1626702812.547573,-0.945725
1626702812.689404,-0.937614
1626702812.820085,-0.919337
1626702812.961724,-0.896004
1626702813.103390,-0.908487
1626702813.245000,-0.926659
1626702813.386674,-0.934138
1626702813.528370,-0.964371
1626702813.670072,-0.922550
1626702813.811711,-0.919548
1626702813.953370,-0.932084
1626702814.095027,-0.906064
1626702814.247793,-0.932084
1626702814.389485,-0.924130
1626702814.531147,-0.924868
1626702814.672804,-0.926764
1626702814.814503,-0.913333
1626702814.956175,-0.904116
1626702815.097806,-0.931030
1626702815.239485,-0.930398
1626702815.381182,-0.931768
1626702815.522840,-0.919548
1626702815.675586,-0.911858
1626702815.862565,-0.932242
1626702816.004247,-0.921128
1626702816.145896,-0.916546
1626702816.287575,-0.916915
1626702816.429277,-0.934401
1626702816.570951,-0.918179
1626702816.712611,-0.923762
1626702816.854290,-0.937772
1626702816.995966,-0.908698
1626702817.137645,-0.908329
1626702817.279340,-0.923077
1626702817.421003,-0.917757
1626702817.562721,-0.936508
1626702817.704395,-0.922656
1626702817.846055,-0.929398
1626702817.987749,-0.919759
1626702818.129408,-0.915650
1626702818.271077,-0.894214
1626702818.412735,-0.904906
1626702818.554395,-0.935560
1626702818.696039,-0.927343
1626702818.837729,-0.917336
1626702818.979419,-0.911700
1626702819.121094,-0.903800
1626702819.262777,-0.921655
1626702819.404480,-0.901429
1626702819.546170,-0.914070
1626702819.687833,-0.924183
1626702819.829511,-0.913754
1626702819.971195,-0.927343
1626702820.112845,-0.905011
1626702820.265627,-0.912490
1626702820.407298,-0.914808
1626702820.548987,-0.917125
1626702820.690638,-0.929766
1626702820.832314,-0.916072
1626702820.973960,-0.933506
1626702821.104573,-0.926448
1626702821.246244,-0.928976
1626702821.387973,-0.915650
1626702821.529631,-0.923340
1626702821.671298,-0.924815
1626702821.812947,-0.930556
1626702821.954597,-0.908751
1626702822.096262,-0.923920
1626702822.237916,-0.916177
1626702822.379655,-0.905432
1626702822.521318,-0.929977
1626702822.662974,-0.925711
1626702822.804642,-0.923340
1626702822.946354,-0.915598
1626702823.088039,-0.921708
1626702823.229693,-0.940300
1626702823.371356,-0.918600
1626702823.513056,-0.916546
1626702823.654757,-0.947622
1626702823.796412,-0.933559
1626702823.938080,-0.931346
1626702824.079781,-0.931083
1626702824.221432,-0.914281
1626702824.363114,-0.919232
1626702824.504777,-0.935402
1626702824.646481,-0.906696
1626702824.788167,-0.922656
1626702824.929828,-0.925553
1626702825.071493,-0.937140
1626702825.213148,-0.924499
1626702825.354825,-0.906802
1626702825.496524,-0.912490
1626702825.638213,-0.936403
1626702825.779895,-0.934138
1626702825.921606,-0.918969
1626702826.063275,-0.921286
1626702826.204963,-0.937298
1626702826.346647,-0.920391
1626702826.488316,-0.922340
1626702826.629985,-0.922761
1626702826.771636,-0.929029
1626702826.913301,-0.941406
1626702827.096802,-0.929450
1626702827.238504,-0.937245
1626702827.380190,-0.923656
1626702827.521864,-0.933769
1626702827.663546,-0.918705
1626702827.805272,-0.935139
1626702827.946934,-0.925816
1626702828.088601,-0.937245
1626702828.230248,-0.931346
1626702828.371912,-0.925131
1626702828.513587,-0.915387
1626702828.655252,-0.931452
1626702828.796965,-0.915282
1626702828.938650,-0.926343
1626702829.080358,-0.925289
1626702829.222052,-0.937614
1626702829.363768,-0.907434
1626702829.505441,-0.932874
1626702829.647144,-0.938562
1626702829.788793,-0.921918
1626702829.919526,-0.910489
1626702830.061224,-0.937878
1626702830.202884,-0.914966
1626702830.344540,-0.921128
1626702830.497306,-0.938510
1626702830.638983,-0.918284
1626702830.780645,-0.924921
1626702830.922318,-0.921602
1626702831.064006,-0.906854
1626702831.205680,-0.917757
1626702831.336287,-0.922392
1626702831.477938,-0.901640
1626702831.619668,-0.919653
1626702831.761340,-0.923814
1626702831.903001,-0.916072
1626702832.044698,-0.916125
1626702832.186377,-0.918442
1626702832.339176,-0.933717
1626702832.480866,-0.934981
1626702832.622661,-0.941512
1626702832.764359,-0.927765
1626702832.906034,-0.957208
1626702833.047726,-0.908013
1626702833.189383,-0.933348
1626702833.331069,-0.924394
1626702833.472706,-0.932979
1626702833.614422,-0.937035
1626702833.756099,-0.924657
1626702833.897769,-0.942039
1626702834.050508,-0.900745
1626702834.192185,-0.932031
1626702834.333876,-0.918969
1626702834.475535,-0.918179
1626702834.617197,-0.916862
1626702834.758843,-0.926343
1626702834.900542,-0.930135
1626702835.042245,-0.931768
1626702835.183956,-0.940880
1626702835.325682,-0.933243
1626702835.467345,-0.930240
1626702835.609017,-0.919811
1626702835.750702,-0.930346
1626702835.892377,-0.919653
1626702836.034043,-0.906907
1626702836.175749,-0.924552
1626702836.317426,-0.945725
1626702836.459091,-0.916757
1626702836.600763,-0.914860
1626702836.742524,-0.936087
1626702836.884218,-0.912438
1626702837.025906,-0.914439
1626702837.167605,-0.919548
1626702837.320339,-0.929187
1626702837.462043,-0.921497
1626702837.603732,-0.917652
1626702837.745412,-0.932610
1626702837.887069,-0.924078
1626702838.028829,-0.928344
1626702838.170547,-0.921339
1626702838.312230,-0.917125
1626702838.453921,-0.914913
1626702838.595600,-0.920286
1626702838.737325,-0.913912
1626702838.879005,-0.912596
1626702839.009604,-0.984754
1626702839.151243,-0.932294
1626702839.292907,-0.907223
1626702839.434568,-0.931294
1626702839.576271,-0.921760
1626702839.717963,-0.923288
1626702839.859671,-0.924025
1626702840.001405,-0.929187
1626702840.143071,-0.936245
1626702840.284781,-0.929503
1626702840.426446,-0.931030
1626702840.579190,-0.929345
1626702840.720903,-0.914913
1626702840.862599,-0.917283
1626702841.004267,-0.924447
1626702841.145935,-0.904168
1626702841.298692,-0.937456
1626702841.440353,-0.930504
1626702841.582077,-0.918284
1626702841.723800,-0.932874
1626702841.865474,-0.916651
1626702842.007137,-0.928028
1626702842.148847,-0.921550
1626702842.301578,-0.919969
1626702842.443323,-0.921286
1626702842.585003,-0.931504
1626702842.726662,-0.915334
1626702842.868305,-0.932821
1626702843.009975,-0.922182
1626702843.151660,-0.925500
1626702843.293323,-0.932663
1626702843.435002,-0.930240
1626702843.576657,-0.934401
1626702843.718323,-0.926817
1626702843.859971,-0.905590
1626702844.001639,-0.928081
1626702844.143282,-0.929924
1626702844.296034,-0.940616
1626702844.437676,-0.930293
1626702844.579369,-0.930451
1626702844.721063,-0.926817
1626702844.862748,-0.906749
1626702845.004433,-0.924183
1626702845.146085,-0.911173
1626702845.329580,-0.925869
1626702845.471270,-0.935560
1626702845.612939,-0.928607
1626702845.754580,-0.921286
1626702845.896240,-0.931136
1626702846.037916,-0.942881
1626702846.179606,-0.908224
1626702846.321284,-0.939563
1626702846.462922,-0.942091
1626702846.604585,-0.921708
1626702846.735222,-0.973430
1626702846.876902,-0.934401
1626702847.018592,-0.915598
1626702847.160323,-0.905538
1626702847.302016,-0.916599
1626702847.443667,-0.929714
1626702847.585320,-0.918811
1626702847.715915,-0.931926
1626702847.857572,-0.935244
1626702847.999241,-0.910173
1626702848.140929,-0.925447
1626702848.282651,-0.918653
1626702848.424307,-0.935086
1626702848.565946,-0.934823
1626702848.707607,-0.935718
1626702848.849300,-0.932821
1626702848.990987,-0.947622
1626702849.132654,-0.940195
1626702849.274340,-0.932136
1626702849.416070,-0.913491
1626702849.557773,-0.922340
1626702849.699425,-0.918600
1626702849.841080,-0.917389
1626702849.982730,-0.922656
1626702850.124425,-0.915282
1626702850.266095,-0.918337
1626702850.407774,-0.952783
1626702850.549438,-0.916704
1626702850.691103,-0.921023
1626702850.832813,-0.924657
1626702850.974524,-0.923024
1626702851.116198,-0.945831
1626702851.257893,-0.922761
1626702851.399570,-0.917599
1626702851.541250,-0.926185
1626702851.682920,-0.911911
1626702851.824570,-0.899586
1626702851.966583,-0.933401
1626702852.108326,-0.923288
1626702852.249995,-0.950518
1626702852.391707,-0.932452
1626702852.533380,-0.932979
1626702852.675081,-0.917073
1626702852.816750,-0.928344
1626702852.958452,-0.940037
1626702853.100125,-0.927080
1626702853.241821,-0.921076
1626702853.383505,-0.958630
1626702853.525170,-0.932821
1626702853.666837,-0.935876
1626702853.808518,-0.919021
1626702853.950203,-0.912859
1626702854.091897,-0.919706
1626702854.233742,-0.927080
1626702854.375412,-0.920918
1626702854.517050,-0.921918
1626702854.658705,-0.912122
1626702854.800380,-0.934085
1626702854.942071,-0.926185
1626702855.094851,-0.919337
1626702855.236521,-0.941828
1626702855.378193,-0.909593
1626702855.519847,-0.913228
1626702855.661526,-0.901008
1626702855.803197,-0.899112
1626702855.944879,-0.923446
1626702856.086562,-0.915387
1626702856.228449,-0.915650
1626702856.370142,-0.917178
1626702856.511809,-0.910331
1626702856.653458,-0.916388
1626702856.795171,-0.925289
1626702856.936893,-0.926501
1626702857.123689,-0.910120
1626702857.265353,-0.925395
1626702857.406996,-0.917652
1626702857.548732,-0.908119
1626702857.690478,-0.935139
1626702857.832167,-0.911437
1626702857.973869,-0.910489
1626702858.115531,-0.915861
1626702858.257212,-0.909488
1626702858.387807,-0.934033
1626702858.529488,-0.900692
1626702858.671162,-0.911964
1626702858.823926,-0.922708
1626702858.965587,-0.922919
1626702859.107248,-0.908645
1626702859.248894,-0.908435
1626702859.390545,-0.912016
1626702859.532247,-0.917652
1626702859.684989,-0.904853
1626702859.826650,-0.917020
1626702859.968319,-0.910910
1626702860.109991,-0.911858
1626702860.251749,-0.914702
1626702860.393408,-0.926343
1626702860.535064,-0.916599
1626702860.676767,-0.928291
1626702860.818465,-0.939036
1626702860.960119,-0.923235
1626702861.101788,-0.902272
1626702861.243457,-0.920022
1626702861.385126,-0.928133
1626702861.526867,-0.908856
1626702861.668582,-0.906170
1626702861.810245,-0.908593
1626702861.951972,-0.922708
1626702862.093643,-0.932558
1626702862.235323,-0.915703
1626702862.376992,-0.917757
1626702862.518672,-0.935349
1626702862.660351,-0.922919
1626702862.802009,-0.899270
1626702862.943669,-0.926079
1626702863.096402,-0.920286
1626702863.238084,-0.921918
1626702863.379782,-0.912438
1626702863.521415,-0.919443
1626702863.663077,-0.908540
1626702863.804745,-0.910963
1626702863.946471,-0.933032
1626702864.088188,-0.921076
1626702864.229859,-0.926237
1626702864.371534,-0.920391
1626702864.513317,-0.910278
1626702864.654972,-0.925763
1626702864.796672,-0.920707
1626702864.938320,-0.939194
1626702865.079981,-0.926606
1626702865.221657,-0.906275
1626702865.363340,-0.940616
1626702865.505008,-0.910067
1626702865.646659,-0.912859
1626702865.788338,-0.896478
1626702865.930060,-0.914070
1626702866.071778,-0.916862
1626702866.213446,-0.924025
1626702866.355128,-0.927554
1626702866.496818,-0.900060
1626702866.638453,-0.928660
1626702866.780131,-0.922603
1626702866.921771,-0.900639
1626702867.063455,-0.930609
1626702867.205115,-0.933243
1626702867.346793,-0.913386
1626702867.477417,-0.907223
1626702867.619085,-0.922445
1626702867.760791,-0.910436
1626702867.902493,-0.926659
1626702868.044159,-0.913702
1626702868.185865,-0.918126
1626702868.327560,-0.919969
1626702868.469238,-0.908013
1626702868.610912,-0.925921
1626702868.752578,-0.917283
1626702868.894246,-0.910541
1626702869.035914,-0.914123
1626702869.177575,-0.919548
1626702869.319217,-0.913017
1626702869.460886,-0.881783
1626702869.602528,-0.917231
1626702869.733109,-0.925342
1626702869.874764,-0.938668
1626702870.016473,-0.915071
1626702870.158167,-0.904906
1626702870.299862,-0.925131
1626702870.441518,-0.911015
1626702870.583182,-0.914334
1626702870.735954,-0.930978
1626702870.877640,-0.946463
1626702871.019315,-0.910383
1626702871.160951,-0.900165
1626702871.302633,-0.886313
1626702871.444376,-0.910541
1626702871.574990,-0.912280
1626702871.716665,-0.918337
1626702871.858323,-0.938931
1626702872.000015,-0.901113
1626702872.141718,-0.906854
1626702872.283413,-0.927080
1626702872.425073,-0.889684
1626702872.566727,-0.939616
1626702872.708390,-0.913807
1626702872.850075,-0.912701
1626702872.991731,-0.912069
1626702873.133404,-0.883995
1626702873.275132,-0.910963
1626702873.416806,-0.899849
1626702873.558490,-0.913596
1626702873.700117,-0.925500
1626702873.852847,-0.914966
1626702873.994570,-0.914123
1626702874.136245,-0.915124
1626702874.277900,-0.909593
1626702874.419558,-0.938404
1626702874.561232,-0.914755
1626702874.702915,-0.899217
1626702874.844580,-0.929977
1626702874.986226,-0.912701
1626702875.127898,-0.918021
1626702875.269606,-0.906064
1626702875.422335,-0.904274
1626702875.564023,-0.926132
1626702875.705684,-0.905064
1626702875.847363,-0.896110
1626702875.989042,-0.904274
1626702876.130708,-0.901324
1626702876.272364,-0.919759
1626702876.414045,-0.911753
1626702876.555714,-0.925395
1626702876.686298,-0.894740
1626702876.827950,-0.911068
1626702876.969646,-0.912280
1626702877.111313,-0.899744
1626702877.253018,-0.932031
1626702877.394725,-0.924973
1626702877.536383,-0.913596
1626702877.689096,-0.900429
1626702877.830814,-0.915914
1626702877.972495,-0.910594
1626702878.114146,-0.883890
1626702878.255840,-0.911332
1626702878.397540,-0.911648
1626702878.539211,-0.915018
1626702878.680879,-0.903800
1626702878.822550,-0.906960
1626702878.964205,-0.904748
1626702879.105860,-0.892370
1626702879.236444,-0.916125
1626702879.378139,-0.905854
1626702879.519797,-0.931715
1626702879.661450,-0.920338
1626702879.803167,-0.918126
1626702879.944844,-0.913807
1626702880.086586,-0.924078
1626702880.228252,-0.901113
1626702880.369898,-0.916019
1626702880.511606,-0.907908
1626702880.653283,-0.913965
1626702880.794976,-0.920707
1626702880.936645,-0.923762
1626702881.078314,-0.907434
1626702881.219998,-0.924341
1626702881.361677,-0.898427
1626702881.503356,-0.920549
1626702881.645013,-0.900165
1626702881.786694,-0.913596
1626702881.928366,-0.917810
1626702882.058944,-0.909962
1626702882.200603,-0.920075
1626702882.342298,-0.935402
1626702882.483933,-0.919127
1626702882.625666,-0.920707
1626702882.767344,-0.925131
1626702882.909045,-0.914228
1626702883.050697,-0.913860
1626702883.192382,-0.927080
1626702883.334060,-0.915703
1626702883.475724,-0.934401
1626702883.617377,-0.920918
1626702883.747954,-0.925342
1626702883.889612,-0.913228
1626702884.031324,-0.908435
1626702884.173001,-0.916335
1626702884.314665,-0.897900
1626702884.456341,-0.923288
1626702884.598052,-0.911542
1626702884.739760,-0.908751
1626702884.881437,-0.937087
1626702885.023096,-0.928818
1626702885.164750,-0.936929
1626702885.306414,-0.916230
1626702885.448091,-0.913228
1626702885.589765,-0.900271
1626702885.731450,-0.926027
1626702885.873108,-0.926764
1626702886.014829,-0.925763
1626702886.156510,-0.931136
1626702886.298170,-0.924025
1626702886.439857,-0.908803
1626702886.592606,-0.911068
1626702886.734310,-0.903642
1626702886.875967,-0.907381
1626702887.017615,-0.887208
1626702887.159274,-0.913965
1626702887.300917,-0.902272
1626702887.442616,-0.903378
1626702887.584332,-0.930135
1626702887.726011,-0.908277
1626702887.867712,-0.909541
1626702888.009434,-0.930188
