time_s,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g
1626701596.390514,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701597.402195,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701598.4146647,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701599.4344401,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701600.4468088,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701601.4586515,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701602.4747553,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701603.4865952,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701603.511263,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701604.5343406,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701604.5586727,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701604.5831556,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701604.6075635,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701604.632021,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701604.6564825,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.677244,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.7018793,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.726212,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.750907,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.7755454,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.8000922,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.8246202,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.848896,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.8732696,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.8975234,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.9223816,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701605.9471927,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701606.9720445,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701606.9962232,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.0205135,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.044921,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.0695064,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.0938911,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.1182983,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.1430204,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.167852,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.1925485,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.217055,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.2415426,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.2657533,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.2937775,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.318218,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.3426707,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.367197,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.3917108,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.4160075,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.4405608,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.4647985,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701607.4893246,0.000000,0.000000,0.000000,0.000000,0.000000,
