time_s,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g
1626701765.9146848,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701765.93916,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701765.9636087,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701766.9783795,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701767.990394,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701769.002135,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.0224879,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.0470195,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.0713863,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.0959618,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.1203892,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.144639,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.168946,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.193766,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.2181833,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.2427378,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701770.2670646,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.2883723,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.3129623,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.3372812,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.3616703,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.3861187,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.4109347,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.435686,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.4602916,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.4848335,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.5090907,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.5332308,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.557548,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.5819674,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.606293,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.630925,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.6554704,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.6797686,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.704208,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.7288518,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.7532275,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.7775898,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.801983,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.826498,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.8507245,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.8753808,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.8997834,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701771.9243321,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701772.9491963,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701772.9735723,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701772.997885,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.0223663,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.047014,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.0717669,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.096203,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.1206877,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.1453872,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.1701424,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.1947622,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.21912,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.243596,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.2680218,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.2924602,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.3167744,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.3414786,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.3658848,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.3906176,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.4149728,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.4395347,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.4640346,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.4886596,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.5132997,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.5375385,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.5620382,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.5863764,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.610943,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.6354425,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.6598172,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.6844542,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.708838,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.7334368,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.7578998,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.7823906,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.8068032,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.8314054,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.8559337,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.8805377,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.9050362,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.929415,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.9539878,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701773.9789639,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.0033422,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.0278695,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.0522375,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.0766523,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.100979,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.125558,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.1500711,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.174646,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.1991386,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.2236276,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.2481778,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.2727122,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.297075,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.3214085,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.34578,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.3703957,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.3949459,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.4194145,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.4438968,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.4681623,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.4925385,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.5169961,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.5412977,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.565929,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.5907829,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.615139,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.639652,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.6643486,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.6890118,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.7134495,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.7382102,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.7627792,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.787127,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.8118076,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.836192,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.8605533,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.8850937,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.9095824,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.933752,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.95831,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701774.9826462,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.007319,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.0315785,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.0558734,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.0802608,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.1045408,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.128971,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.1533008,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.1776888,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.2023852,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.226927,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.2514176,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.2758863,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.3002937,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.3248756,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701775.3494308,0.000000,0.000000,0.000000,0.000000,0.000000,
