time_s,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g
1626701314.9704704,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701315.9822905,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701316.9944801,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701318.0065095,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701319.0190113,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701320.0304537,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701321.0425642,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701322.05472,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701323.0664532,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701324.0781188,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701325.089945,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701326.1020057,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701327.1144717,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701328.1265757,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701329.138303,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701330.1502829,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701331.1623528,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701332.1738806,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701333.1858273,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701334.1976912,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701335.2103605,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701336.22222,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701337.2351851,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701338.2484064,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701339.2594867,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701340.2705479,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701341.2828953,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701342.294589,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701343.3065858,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701344.3185713,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701345.3305438,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701346.3424368,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701347.354681,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701348.366388,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701349.3805857,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701350.3928063,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701351.4049807,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701352.4170706,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701353.4293299,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701354.4405956,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701355.4514868,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701356.4627254,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701357.474832,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701358.4866035,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701359.4984179,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701360.5103893,0.000000,0.000000,0.000000,0.000000,0.000000,
