time_s,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g
1626701448.6280582,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.6402366,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.665528,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.6899588,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.7143419,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.738639,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.763148,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.7875924,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.8119793,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.8362901,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.8607533,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.8852587,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.9095576,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.934474,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.9591308,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701449.983656,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701450.008256,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701450.03259,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701450.0568304,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701450.0811825,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701450.1056232,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701450.1304152,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701450.1549096,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.180557,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.2048051,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.2295067,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.2541602,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.2787685,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.3033125,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.3276968,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.3522353,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.3765063,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701451.4009726,0.000000,0.000000,0.000000,0.000000,0.000000,
