time_s,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g
1626701707.821527,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701708.8336737,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701709.8456407,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701710.8578258,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701711.8703382,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701712.8828082,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701713.8944535,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701714.9063034,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701715.9184737,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701716.9307082,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701717.9426286,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701718.9545188,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701719.9664955,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701720.978549,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701721.990553,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701723.0024803,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701724.0147123,0.000000,0.000000,0.000000,0.000000,0.000000,
