Time [s], CPU Temperature [degC], PWM command, Current [mA], Active Power [W]
1626701888.6466525, 38.946, 1.0, 720.0655517578125, 60.00233840942383
1626701888.7099066, 39.433, 1.0, 720.0655517578125, 60.00233840942383
1626701888.7744157, 39.92, 1.0, 720.0655517578125, 60.00233840942383
1626701888.8372056, 39.433, 1.0, 720.0655517578125, 60.00233840942383
1626701888.9034657, 38.946, 1.0, 720.0655517578125, 60.00233840942383
1626701888.9660246, 40.407, 1.0, 720.0655517578125, 60.00233840942383
1626701889.0305912, 39.92, 1.0, 720.0655517578125, 60.00233840942383
1626701889.095067, 39.433, 1.0, 720.0655517578125, 60.00233840942383
1626701889.1574523, 40.407, 1.0, 720.0655517578125, 60.00233840942383
1626701889.221816, 39.92, 1.0, 720.0655517578125, 60.00233840942383
1626701889.2856138, 38.459, 1.0, 725.3251953125, 60.018775939941406
1626701889.3515558, 39.92, 1.0, 725.3251953125, 60.018775939941406
1626701889.4139466, 39.433, 1.0, 725.3251953125, 60.018775939941406
1626701889.4782617, 38.946, 1.0, 725.3251953125, 60.018775939941406
1626701889.5423632, 39.92, 1.0, 725.3251953125, 60.018775939941406
1626701889.6060994, 38.459, 1.0, 725.3251953125, 60.018775939941406
1626701889.6710024, 37.972, 1.0, 725.3251953125, 60.018775939941406
1626701889.733697, 38.459, 1.0, 725.3251953125, 60.018775939941406
1626701889.799471, 39.433, 1.0, 725.3251953125, 60.018775939941406
1626701889.8618677, 39.92, 1.0, 725.3251953125, 60.018775939941406
1626701889.926391, 39.92, 1.0, 725.3251953125, 60.018775939941406
1626701889.9893975, 39.433, 1.0, 725.3251953125, 60.018775939941406
1626701890.0537543, 38.946, 1.0, 725.3251953125, 60.018775939941406
1626701890.1184585, 38.946, 1.0, 730.8335571289062, 59.55031204223633
1626701890.1825998, 38.946, 1.0, 730.8335571289062, 59.55031204223633
1626701890.2459493, 38.459, 1.0, 730.8335571289062, 59.55031204223633
1626701890.3098125, 38.946, 1.0, 730.8335571289062, 59.55031204223633
1626701890.3739102, 39.92, 1.0, 730.8335571289062, 59.55031204223633
1626701890.437429, 38.459, 1.0, 730.8335571289062, 59.55031204223633
1626701890.5029418, 39.433, 1.0, 730.8335571289062, 59.55031204223633
1626701890.5658607, 38.459, 1.0, 730.8335571289062, 59.55031204223633
1626701890.6308038, 38.459, 1.0, 730.8335571289062, 59.55031204223633
1626701890.6932857, 39.433, 1.0, 730.8335571289062, 59.55031204223633
1626701890.7576897, 40.407, 1.0, 730.8335571289062, 59.55031204223633
1626701890.8221793, 39.92, 1.0, 730.8335571289062, 59.55031204223633
1626701890.886012, 38.946, 1.0, 730.8335571289062, 59.55031204223633
1626701890.9495773, 39.433, 1.0, 727.09521484375, 61.2703971862793
1626701891.0133471, 38.459, 1.0, 727.09521484375, 61.2703971862793
1626701891.077516, 38.946, 1.0, 727.09521484375, 61.2703971862793
1626701891.1417654, 39.433, 1.0, 727.09521484375, 61.2703971862793
1626701891.2051754, 39.433, 1.0, 727.09521484375, 61.2703971862793
1626701891.2688031, 38.946, 1.0, 727.09521484375, 61.2703971862793
1626701891.3347583, 38.946, 1.0, 727.09521484375, 61.2703971862793
1626701891.3976054, 40.894, 1.0, 727.09521484375, 61.2703971862793
1626701891.4612658, 37.972, 1.0, 727.09521484375, 61.2703971862793
1626701891.5251663, 39.433, 1.0, 727.09521484375, 61.2703971862793
1626701891.5890527, 38.946, 1.0, 727.09521484375, 61.2703971862793
