time_s,arduino_timestamp_ms,tacho_rpm,imu_x_g,imu_y_g,imu_z_g
1626701471.3998215,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.411997,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.4364932,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.4611547,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.4857042,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.5101416,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.535004,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.5593216,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.583655,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.6080153,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.6325037,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.656999,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.6816053,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.7062278,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.7314134,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.7560549,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.7807393,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.805365,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.8298347,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.8544824,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.8790658,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.9037259,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.9283998,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.9527533,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701472.9770677,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.0014358,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.0257964,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.0504236,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.074793,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.0990632,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.1233852,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.1477435,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.172222,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.196679,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.2212338,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.2456372,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.2701926,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.2947898,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.3192542,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.343687,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.3683767,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.392682,0.000000,0.000000,0.000000,0.000000,0.000000,
1626701473.4171333,0.000000,0.000000,0.000000,0.000000,0.000000,
