time_s,Gx_deg_p_sec,Gy_deg_p_sec,Gz_deg_p_sec,Ax_g,Ay_g,Az_g,
1631999677.978532,1.9465648854961832,0.10687022900763359,0.11450381679389313,-0.12052234954062145,-0.0474863218746774,0.9770826881387425,
1631999677.978532,1.9465648854961832,0.10687022900763359,0.11450381679389313,-0.12052234954062145,-0.0474863218746774,0.9770826881387425,
1631999678.178877,1.9465648854961832,0.09923664122137404,0.10687022900763359,-0.13187777433673994,-0.01961391555693197,0.9812119335191494,
1631999678.2790315,1.9389312977099236,0.07633587786259542,0.11450381679389313,-0.12955507381026116,-0.041550531640342725,0.9956642923505729,
1631999678.3792005,0.015267175572519083,0.11450381679389313,0.0916030534351145,-0.12568390626612985,0.006968101579436357,0.9799215443377722,
1631999678.4793644,-1.9389312977099236,0.11450381679389313,0.0916030534351145,-0.11303809228863425,-0.05109941158253329,1.0070197171466915,
1631999678.579537,-0.03816793893129771,0.09923664122137404,0.11450381679389313,-0.10194074532879116,-0.05548673479921544,0.9874058015897594,
1631999678.6797125,1.9465648854961832,0.12213740458015267,0.08396946564885496,-0.11432848147001134,-0.04903478889232992,0.9752761432848146,
1631999678.7800198,0.015267175572519083,0.09923664122137404,0.08396946564885496,-0.10684422421802416,-0.05780943532569423,0.9778569216475689,
1631999678.8802474,0.022900763358778626,0.09923664122137404,0.09923664122137404,-0.11742541550531639,0.014452358831423557,1.0059874058015896,
1631999678.980419,0.030534351145038167,0.08396946564885496,0.09923664122137404,-0.11019923608960462,-0.0005161556725508413,0.9858573345721069,
1631999679.0805938,0.015267175572519083,0.09923664122137404,0.11450381679389313,-0.1298131516465366,-0.004387323216682151,0.9799215443377722,
1631999679.1807628,0.007633587786259542,0.10687022900763359,0.10687022900763359,-0.11174770310725714,-0.03922783111386394,0.9745019097759884,
1631999679.2809262,0.022900763358778626,0.07633587786259542,0.09923664122137404,-0.12181273872199855,-0.04826055538350366,0.9933415918240941,
1631999679.3810983,-0.022900763358778626,0.11450381679389313,0.0916030534351145,-0.11794157117786724,-0.047744399710952824,1.0052131722927635,
