time_s,Gx_deg_p_sec,Gy_deg_p_sec,Gz_deg_p_sec,Ax_g,Ay_g,Az_g,
1631999069.0808496,-0.007633587786259542,0.0916030534351145,0.10687022900763359,-0.09910188912976153,-0.0400020646226902,0.9990193042221533,
1631999069.0808496,-0.007633587786259542,0.0916030534351145,0.10687022900763359,-0.09910188912976153,-0.0400020646226902,0.9990193042221533,
1631999069.2811751,-0.007633587786259542,0.11450381679389313,0.11450381679389313,-0.08568184164343966,-0.04258284298544441,1.001342004748632,
1631999069.3813465,0.022900763358778626,0.11450381679389313,0.09923664122137404,-0.10658614638174874,-0.07845566222772787,0.982244244864251,
1631999069.4815168,-0.022900763358778626,0.08396946564885496,0.13740458015267176,-0.10529575720037163,-0.04026014245896562,0.995148136678022,
1631999069.5816855,0.022900763358778626,0.10687022900763359,0.08396946564885496,-0.10968308041705378,-0.013678125322597295,1.0039227831113864,
1631999069.6818657,-0.007633587786259542,0.11450381679389313,0.12213740458015267,-0.10219882316506658,-0.043615154330546094,0.9961804480231238,
1631999069.782034,0.0,0.0916030534351145,0.09923664122137404,-0.11045731392588004,-0.01961391555693197,0.9881800350985857,
1631999069.8821747,0.015267175572519083,0.09923664122137404,0.11450381679389313,-0.10168266749251574,-0.021678538247135334,0.9946319810054712,
1631999069.9823222,0.03816793893129771,0.11450381679389313,0.10687022900763359,-0.11407040363373593,-0.009290802105915144,0.9943739031691958,
1631999070.0825016,-0.015267175572519083,0.09923664122137404,0.06870229007633588,-0.10400536801899453,-0.026582017136368326,1.004955094456488,
1631999070.1826699,-0.022900763358778626,0.08396946564885496,0.0916030534351145,-0.10968308041705378,-0.03355011871580468,0.9941158253329203,
1631999070.2828243,0.007633587786259542,0.0916030534351145,0.0916030534351145,-0.10839269123567667,-0.017291215030453184,0.9905027356250645,
1631999070.382985,0.022900763358778626,0.11450381679389313,0.0916030534351145,-0.10916692474450293,-0.04284092082171983,0.9814700113554248,
1631999070.4831624,0.030534351145038167,0.10687022900763359,0.09923664122137404,-0.10710230205429958,-0.02787240631774543,1.0072777949829668,
1631999070.5833366,-1.9236641221374047,0.10687022900763359,0.0916030534351145,-0.10323113451016826,-0.000774233508826262,0.9979869928770517,
1631999070.6835022,-0.04580152671755725,0.0916030534351145,0.10687022900763359,-0.10710230205429958,-0.0624548363786518,0.9892123464436874,
1631999070.7836773,-0.022900763358778626,0.09923664122137404,0.09923664122137404,-0.10606999070919788,-0.05909982450707133,0.9796634665014968,
1631999070.8838875,0.015267175572519083,0.10687022900763359,0.11450381679389313,-0.10529575720037163,-0.033033963043253844,0.9959223701868483,
1631999070.9840598,-0.030534351145038167,0.1297709923664122,0.11450381679389313,-0.10452152369154537,-0.01961391555693197,0.9843088675544543,
1631999071.084217,-0.015267175572519083,0.11450381679389313,0.09923664122137404,-0.11510271497883762,-0.03406627438835553,0.9832765562093527,
1631999071.1843855,1.9312977099236641,0.10687022900763359,0.10687022900763359,-0.08903685351502012,-0.020904304738309072,0.9830184783730773,
